,index,STN_LABEL,AccidentSeverityCategory,COM_NAME,# of accidents,AccidentUID,AccidentType,AccidentType_de,AccidentType_fr,AccidentType_it,AccidentType_en,AccidentSeverityCategory_de,AccidentSeverityCategory_fr,AccidentSeverityCategory_it,AccidentSeverityCategory_en,AccidentInvolvingPedestrian,AccidentInvolvingBicycle,AccidentInvolvingMotorcycle,RoadType,RoadType_de,RoadType_fr,RoadType_it,RoadType_en,AccidentLocation_CHLV95_E,AccidentLocation_CHLV95_N,CantonCode,MunicipalityCode,AccidentYear,AccidentMonth,AccidentMonth_de,AccidentMonth_fr,AccidentMonth_it,AccidentMonth_en,AccidentWeekDay,AccidentWeekDay_de,AccidentWeekDay_fr,AccidentWeekDay_it,AccidentWeekDay_en,AccidentHour,AccidentHour_text,geometry,latitude,longitude,Punkt,STR_NORTHING,STR_EASTING,STR_ESID,geom,address,Street_Name,Zip_Codes
2927,1810,Sous le Rang,as1,Saignelégier,1,FA7867C2B04F0066E0430A839427FA0C,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,FALSE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2709716,1236579,ZH,113,2014,5,Mai,mai,Maggio,May,aw406,Samstag,samedi,Sabato,Saturday,4,04h-05h,,47.27099259,8.888591272,POINT (8.888591271590347 47.27099258767463),1236579,2564730,10223363,"47.27099258767463,8.888591271590347","Walderstrasse, Töbeli, Breitenmatt, Dürnten, Bezirk Hinwil, Zürich, 8635, Schweiz/Suisse/Svizzera/Svizra",Walderstrasse,8635
2928,1811,Sous les Cerneux,as1,Lajoux (JU),1,AF034216404F0076E0430A8394270076,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,FALSE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2623457,1236745,SO,2403,2011,8,August,août,Agosto,August,aw403,Mittwoch,mercredi,Mercoledì,Wednesday,13,13h-14h,,47.28118438,7.748667677,POINT (7.748667677316463 47.28118438070125),1236745,2575663,10120978,"47.28118438070125,7.748667677316463","45a, Oensingerstrasse, Kestenholz, Bezirk Gäu, Amtei Thal-Gäu, Solothurn, 4703, Schweiz/Suisse/Svizzera/Svizra", Oensingerstrasse,4703
2929,1812,Sous-Chaux,as1,Moutier,1,AE939984844B0106E0430A8394270106,at8,Fussgängerunfall,accident impliquant des piétons,Incidente con pedoni,Accident involving pedestrian(s),Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,TRUE,FALSE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2668394,1236084,AG,4236,2011,10,Oktober,octobre,Ottobre,October,aw402,Dienstag,mardi,Martedì,Tuesday,9,09h-10h,,47.27211512,8.34248323,POINT (8.342483230301436 47.27211512051369),1236084,2595390,10009911,"47.27211512051369,8.342483230301436","Jeans-Shop Elena, 18, Luzernerstrasse, Klosterhof, Muri, Bezirk Muri, Aargau, 5630, Schweiz/Suisse/Svizzera/Svizra", Luzernerstrasse,5630
2930,1813,Spahau,as1,Malters,1,AB53ADF4B06B0172E0430A8394270172,at2,Auffahrunfall,accident par tamponnement,Incidente di tamponamento,Accident with rear-end collision,Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,FALSE,TRUE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2585520,1211288,BE,305,2011,5,Mai,mai,Maggio,May,aw406,Samstag,samedi,Sabato,Saturday,17,17h-18h,,47.05245943,7.248059557,POINT (7.248059557209658 47.05245943352236),1211288,2660435,10084496,"47.05245943352236,7.2480595572096576","Aarbergstrasse, Walperswil, Verwaltungskreis Seeland, Verwaltungsregion Seeland, Bern/Berne, 3272, Schweiz/Suisse/Svizzera/Svizra",Aarbergstrasse,3272
2931,1814,Spatzenweg,as1,Lengnau (BE),1,CD3116216E390018E0430A83942771A8,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,FALSE,TRUE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2619217,1225980,BE,982,2012,7,Juli,juillet,Luglio,July,aw405,Freitag,vendredi,Venerdì,Friday,0,00h-01h,,47.18449453,7.692167838,POINT (7.692167837709013 47.18449453049499),1225980,2595310,10243350,"47.184494530494995,7.692167837709013","30, Aeschistrasse, Niederönz, Verwaltungskreis Oberaargau, Verwaltungsregion Emmental-Oberaargau, Bern/Berne, 3362, Schweiz/Suisse/Svizzera/Svizra", Aeschistrasse,3362
2932,1815,Speck,as1,Thal,1,29988BFAF1D7019CE0530A839427E9C0,at1,Überholunfall oder Fahrstreifenwechsel,accident lors d'un dépassement ou lors d'un changement de voie de circulation,Incidente di sorpasso o al cambiamento di corsia,Accident when overtaking or changing lanes,Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,FALSE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2759706,1261390,SG,3237,2016,1,Januar,janvier,Gennaio,January,aw403,Mittwoch,mercredi,Mercoledì,Wednesday,20,20h-21h,,47.48386544,9.557825328,POINT (9.557825327914772 47.48386544224547),1261390,2758602,10228048,"47.483865442245474,9.557825327914772","7;13, Altenrhein, Thal, Wahlkreis Rorschach, Sankt Gallen, 9423, Schweiz/Suisse/Svizzera/Svizra", Altenrhein,9423
2933,1816,Speerstrasse,as1,Benken (SG),1,81D70C59907AC40DE05328B9D80A5583,at9,Tierunfall,accident impliquant des animaux,Incidente con animali,Accident involving animal(s),Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,FALSE,FALSE,rt430,Autobahn,autoroute,Autostrada,Motorway,2695301,1228404,ZH,138,2019,2,Februar,février,Febbraio,February,aw407,Sonntag,dimanche,Domenica,Sunday,3,03h-04h,,47.19970971,8.696391718,POINT (8.696391718284199 47.19970971382541),1228404,2718433,10030407,"47.19970971382541,8.696391718284199","A3, Frohberg, Samstagern, Richterswil, Bezirk Horgen, Zürich, 8805, Schweiz/Suisse/Svizzera/Svizra", Frohberg,8805
2934,1817,Speerstrasse,as1,Rüti (ZH),1,5E170AC6481C0176E0530A839427AC7A,at5,Überqueren der Fahrbahn,accident en traversant une route,Incidente nell'attraversare la carreggiata,Accident when crossing the lane(s),Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,TRUE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2617929,1234778,BE,983,2017,9,September,septembre,Settembre,September,aw402,Dienstag,mardi,Martedì,Tuesday,16,16h-17h,,47.26366508,7.675524019,POINT (7.675524019039819 47.26366507709206),1234778,2707226,10000286,"47.263665077092064,7.675524019039819","14, Oltenstrasse, Oberbipp, Verwaltungskreis Oberaargau, Verwaltungsregion Emmental-Oberaargau, Bern/Berne, 4538, Schweiz/Suisse/Svizzera/Svizra", Oltenstrasse,4538
2935,1818,Speichergässlein,as1,Murten,1,B439F7A4B6170172E0430A8394270172,at8,Fussgängerunfall,accident impliquant des piétons,Incidente con pedoni,Accident involving pedestrian(s),Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,FALSE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2609993,1197442,BE,627,2011,11,November,novembre,Novembre,November,aw403,Mittwoch,mercredi,Mercoledì,Wednesday,18,18h-19h,,46.92799895,7.569845725,POINT (7.569845724539509 46.92799894859116),1197442,2575547,10052148,"46.92799894859116,7.569845724539509","42, Enggisteinstrasse, Richigen, Worb, Verwaltungskreis Bern-Mittelland, Verwaltungsregion Bern-Mittelland, Bern/Berne, 3076, Schweiz/Suisse/Svizzera/Svizra", Enggisteinstrasse,3076
2936,1819,Le Seut,as1,Valbirse,1,873030FB262E8420E05329B9D80A097E,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,FALSE,TRUE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2688999,1232189,ZH,295,2019,4,April,avril,Aprile,April,aw402,Dienstag,mardi,Martedì,Tuesday,5,05h-06h,,47.23462919,8.61398024,POINT (8.613980239730646 47.23462919349807),1232189,2587647,10057864,"47.234629193498066,8.613980239730646","Zugerstrasse, Horgen, Bezirk Horgen, Zürich, 8810, Schweiz/Suisse/Svizzera/Svizra",Zugerstrasse,8810
2937,1820,Le Cernil-Briot,as1,Le Locle,1,80BB5D539E60054CE05328B9D80ACEA6,at8,Fussgängerunfall,accident impliquant des piétons,Incidente con pedoni,Accident involving pedestrian(s),Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,TRUE,FALSE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2629562,1214341,BE,960,2018,11,November,novembre,Novembre,November,aw406,Samstag,samedi,Sabato,Saturday,18,18h-19h,,47.0794241,7.827892271,POINT (7.8278922714839 47.07942409554953),1214341,2545766,10099126,"47.07942409554953,7.8278922714839","184h, 1414, Sonnrain, Gemeindehaus, Wyssachen, Verwaltungskreis Oberaargau, Verwaltungsregion Emmental-Oberaargau, Bern/Berne, 4954, Schweiz/Suisse/Svizzera/Svizra",184h,4954
2938,1821,Le Péché,as1,Montfaucon,1,106007B2D830002CE0530A8394274326,at8,Fussgängerunfall,accident impliquant des piétons,Incidente con pedoni,Accident involving pedestrian(s),Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,TRUE,FALSE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2639271,1235730,LU,1147,2015,2,Februar,février,Febbraio,February,aw404,Donnerstag,jeudi,Giovedì,Thursday,5,05h-06h,,47.27130481,7.957594551,POINT (7.957594550719977 47.27130480781366),1235730,2570111,10113006,"47.27130480781366,7.9575945507199775","33, Luzernerstrasse, Wikon, Luzern, 4806, Schweiz/Suisse/Svizzera/Svizra", Luzernerstrasse,4806
2939,1822,Chemin des Carrels,as1,Neuchâtel,1,37E51A78DFB10164E0530A8394276820,at6,Frontalkollision,collision frontale,Collisione frontale,Accident with head-on collision,Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,FALSE,TRUE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2560549,1204271,NE,6458,2016,7,Juli,juillet,Luglio,July,aw401,Montag,lundi,Lunedí,Monday,8,08h-09h,,46.98832307,6.920035172,POINT (6.920035171653976 46.98832307435459),1204271,2558877,10099385,"46.98832307435459,6.920035171653976","Les Bains des Dames, Quai Louis-Perrier, Neuchâtel, 2004, Schweiz/Suisse/Svizzera/Svizra", Quai Louis-Perrier,2004
2940,1823,Chemin de la Pala,as1,Treyvaux,1,9FC76829A8871F2CE05329B9D80A3543,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,TRUE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2526000,1175464,VD,5750,2020,2,Februar,février,Febbraio,February,aw406,Samstag,samedi,Sabato,Saturday,17,17h-18h,,46.72625598,6.470592474,POINT (6.470592474333312 46.72625598039753),1175464,2576562,10024701,"46.726255980397525,6.470592474333312","Les Clées, District du Jura-Nord vaudois, Vaud, 1356, Schweiz/Suisse/Svizzera/Svizra", District du Jura-Nord vaudois,1356
2941,1824,Chemin de la Perrire,as1,Anniviers,1,F8F33FDD00A601D8E0430A839427F9B8,at3,Abbiegeunfall,accident en quittant une route,Incidente nello svoltare,Accident when turning left or right,Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,FALSE,TRUE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2510657,1121463,GE,6626,2014,1,Januar,janvier,Gennaio,January,aw405,Freitag,vendredi,Venerdì,Friday,17,17h-18h,,46.2386564,6.2803514,POINT (6.280351399666632 46.23865640031041),1121463,2610415,10207595,"46.23865640031041,6.280351399666632","Peupliers, Route de Monniaz, Les Cabrits, Jussy, Genève, 1254, Schweiz/Suisse/Svizzera/Svizra", Route de Monniaz,1254
2942,1825,Chemin de la Péla,as1,Mont-Vully,1,B7445E4BA3870096E0430A8394270096,at8,Fussgängerunfall,accident impliquant des piétons,Incidente con pedoni,Accident involving pedestrian(s),Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,TRUE,FALSE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2590764,1200318,BE,663,2012,1,Januar,janvier,Gennaio,January,aw406,Samstag,samedi,Sabato,Saturday,17,17h-18h,,46.95387794,7.317300798,POINT (7.317300798117359 46.95387794367039),1200318,2574129,10253972,"46.95387794367039,7.317300798117359","Murtenstrasse, Jaggisbach, Frauenkappelen, Verwaltungskreis Bern-Mittelland, Verwaltungsregion Bern-Mittelland, Bern/Berne, 3202, Schweiz/Suisse/Svizzera/Svizra",Murtenstrasse,3202
2943,1826,Chemin de la Rouette,as1,Gilly,1,6E0A77A99AE800AAE0530A839427AD33,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,TRUE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2556245,1145721,VD,5889,2018,5,Mai,mai,Maggio,May,aw407,Sonntag,dimanche,Domenica,Sunday,7,07h-08h,,46.4613844,6.869060132,POINT (6.8690601316552 46.4613843992056),1145721,2512291,10160562,"46.4613843992056,6.8690601316552","Route de Blonay, La Tour-de-Peilz, District de la Riviera-Pays-d’Enhaut, Vaud, 1814, Schweiz/Suisse/Svizzera/Svizra",Route de Blonay,1814
2944,1827,Chemin de la Russille,as1,Châtel-sur-Montsalvens,1,7A8986777AFA0706E05328B9D80A82DE,at3,Abbiegeunfall,accident en quittant une route,Incidente nello svoltare,Accident when turning left or right,Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,TRUE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2564502,1162653,FR,2155,2018,10,Oktober,octobre,Ottobre,October,aw405,Freitag,vendredi,Venerdì,Friday,6,06h-07h,,46.61418461,6.975237462,POINT (6.975237462339697 46.61418460783634),1162653,2576558,10253048,"46.614184607836336,6.975237462339697","Route de Bulle, Vaulruz, District de la Gruyère, Fribourg/Freiburg, 1627, Schweiz/Suisse/Svizzera/Svizra", Route de Bulle,1627
2945,1828,Chemin de la Tannerie,as1,Boulens,1,1D7F6B83913B0082E0530A8394271239,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,FALSE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2764121,1169809,GR,3542,2015,8,August,août,Agosto,August,aw403,Mittwoch,mercredi,Mercoledì,Wednesday,17,17h-18h,,46.65933032,9.583167103,POINT (9.583167103350378 46.65933032364082),1169809,2545571,10040209,"46.659330323640816,9.583167103350378","N29;3, Tiefencastel, Albula/Alvra, Albula, Graubünden/Grischun/Grigioni, 7450, Schweiz/Suisse/Svizzera/Svizra", Tiefencastel,7450
2946,1829,Chemin de la Tannerie,as1,Rue,1,B120818D520D0006E0430A8394270006,at2,Auffahrunfall,accident par tamponnement,Incidente di tamponamento,Accident with rear-end collision,Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,TRUE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2507879,1163050,VD,5872,2011,10,Oktober,octobre,Ottobre,October,aw402,Dienstag,mardi,Martedì,Tuesday,10,10h-11h,,46.61233801,6.236065649,POINT (6.236065648871317 46.61233801160182),1163050,2552602,10253406,"46.61233801160182,6.236065648871317","Fontaine, La Golisse, Le Sentier, Le Chenit, District du Jura-Nord vaudois, Vaud, 1347, Schweiz/Suisse/Svizzera/Svizra", La Golisse,1347
2947,1830,Chemin de la Tuilerie,as1,Saint-Maurice,1,8F6F97057386689CE05328B9D80A3414,at6,Frontalkollision,collision frontale,Collisione frontale,Accident with head-on collision,Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,FALSE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2591939,1118445,VS,6266,2019,4,April,avril,Aprile,April,aw405,Freitag,vendredi,Venerdì,Friday,16,16h-17h,,46.21740523,7.334182407,POINT (7.334182406923552 46.21740523407373),1118445,2566616,10044318,"46.21740523407373,7.334182406923552","Route d'Aproz, Écurie des Ronquoz, Sion, Valais/Wallis, 1950, Schweiz/Suisse/Svizzera/Svizra",Route d'Apro,1950
2948,1831,Chemin de la Vigie,as1,Tannay,1,8F6E275FA0F2BD71E05328B9D80A15AD,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,FALSE,FALSE,rt439,andere,autre,Altro,Other,2631007,1129195,VS,6191,2019,5,Mai,mai,Maggio,May,aw405,Freitag,vendredi,Venerdì,Friday,19,19h-20h,,46.31344443,7.841176272,POINT (7.841176272335042 46.31344443486621),1129195,2502850,10099709,"46.31344443486621,7.8411762723350416","Dorfstrasse, Ausserberg, Westlich Raron, Valais/Wallis, 3938, Schweiz/Suisse/Svizzera/Svizra",Dorfstrasse,3938
2949,1808,Sous la Clef,as1,Haute-Ajoie,1,E1CC521E431B0222E0430A839427AB1D,at4,Einbiegeunfall,accident en s'engageant sur une route,Incidente nell’immettersi in una strada,Accident when turning-into main road,Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,FALSE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2723620,1247523,SG,3395,2013,5,Mai,mai,Maggio,May,aw407,Sonntag,dimanche,Domenica,Sunday,5,05h-06h,,47.36694838,9.075307763,POINT (9.075307763437985 47.36694837561464),1247523,2561686,10049524,"47.36694837561464,9.075307763437985","15, Wilerstrasse, Bütschwil, Bütschwil-Ganterschwil, Wahlkreis Toggenburg, Sankt Gallen, 9606, Schweiz/Suisse/Svizzera/Svizra", Wilerstrasse,9606
2950,1806,Sonnsite,as1,Triengen,1,E97BCDF9A5140052E0430A8394271835,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,FALSE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2755772,1232158,SG,3274,2013,7,Juli,juillet,Luglio,July,aw401,Montag,lundi,Lunedí,Monday,17,17h-18h,,47.22197912,9.495479736,POINT (9.49547973643018 47.22197911786242),1232158,2646184,10139732,"47.221979117862425,9.49547973643018","Sennwalderstrasse, Haag, Sennwald, Wahlkreis Werdenberg, Sankt Gallen, 9469, Schweiz/Suisse/Svizzera/Svizra",Sennwalderstrasse,9469
2951,1780,St. Justusweg,as1,Flums,1,03BB60E27A740140E0530A839427FCB5,at00,Andere,autres,Altri,Other,Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,TRUE,FALSE,FALSE,rt439,andere,autre,Altro,Other,2626162,1217280,BE,959,2014,7,Juli,juillet,Luglio,July,aw404,Donnerstag,jeudi,Giovedì,Thursday,18,18h-19h,,47.10600265,7.783292517,POINT (7.783292517122063 47.10600265065025),1217280,2744746,10233939,"47.106002650650254,7.783292517122063","35, Füllenbach, Walterswil, Walterswil (BE), Verwaltungskreis Oberaargau, Verwaltungsregion Emmental-Oberaargau, Bern/Berne, 4942, Schweiz/Suisse/Svizzera/Svizra", Füllenbach,4942
2952,1805,Sonnrain,as1,Münsingen,1,CBDA194859570162E0430A83942774EE,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,FALSE,TRUE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2708712,1192213,UR,1218,2012,7,Juli,juillet,Luglio,July,aw403,Mittwoch,mercredi,Mercoledì,Wednesday,21,21h-22h,,46.87215549,8.864670128,POINT (8.864670127538988 46.87215548871673),1192213,2609852,10080560,"46.87215548871673,8.864670127538988","Klausenstrasse, Vorfrutt, Spiringen, Uri, 8751, Schweiz/Suisse/Svizzera/Svizra",Klausenstrasse,8751
2953,1781,St. Niklausstiege,as1,Baden,1,A0C9BFD9BB24B04CE0430A865E33B04C,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,TRUE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2716879,1258382,TG,4761,2011,4,April,avril,Aprile,April,aw401,Montag,lundi,Lunedí,Monday,22,22h-23h,,47.4658269,8.988923967,POINT (8.988923966995156 47.46582689966383),1258382,2665530,10179780,"47.46582689966383,8.988923966995156","7, Feldstrasse, Sirnach, Bezirk Münchwilen, Thurgau, 8370, Schweiz/Suisse/Svizzera/Svizra", Feldstrasse,8370
2954,1782,St. Pelagibergstrasse,as1,Hauptwil-Gottshaus,1,DA04C9FC636B026EE0430A8394272D41,at1,Überholunfall oder Fahrstreifenwechsel,accident lors d'un dépassement ou lors d'un changement de voie de circulation,Incidente di sorpasso o al cambiamento di corsia,Accident when overtaking or changing lanes,Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,FALSE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2749140,1261373,SG,3211,2013,3,März,mars,Marzo,March,aw401,Montag,lundi,Lunedí,Monday,17,17h-18h,,47.48619469,9.41767701,POINT (9.417677010202331 47.4861946926742),1261373,2740341,10040517,"47.4861946926742,9.41767701020233","Pfauenmoosstrasse, Schloss Pfauenmoos, Berg (SG), Wahlkreis Rorschach, Sankt Gallen, 9305, Schweiz/Suisse/Svizzera/Svizra",Pfauenmoosstrasse,9305
2955,1783,St. Ulrichsholz,as1,Sevelen,1,33F63DAC203500A4E0530A8394278B8C,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,FALSE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2674895,1221473,ZG,1707,2016,5,Mai,mai,Maggio,May,aw405,Freitag,vendredi,Venerdì,Friday,19,19h-20h,,47.1399989,8.425958997,POINT (8.42595899684221 47.13999890009436),1221473,2754223,10230464,"47.13999890009436,8.42595899684221","Chamerstrasse, Küntwil, Rotkreuz, Risch-Rotkreuz, Zug, 6343, Schweiz/Suisse/Svizzera/Svizra",Chamerstrasse,6343
2956,1785,Staa-Acker,as1,Münchwilen (TG),1,A359A57B9B52900CE0430A865E33900C,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,FALSE,TRUE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2758922,1261525,SG,3237,2011,3,März,mars,Marzo,March,aw403,Mittwoch,mercredi,Mercoledì,Wednesday,15,15h-16h,,47.48526919,9.547475311,POINT (9.547475310536164 47.48526918547262),1261525,2717374,10199335,"47.48526918547262,9.547475310536164","Markthalle, Hauptstrasse, Speck, Altenrhein, Thal, Wahlkreis Rorschach, Sankt Gallen, 9422, Schweiz/Suisse/Svizzera/Svizra", Hauptstrasse,9422
2957,1786,Staabruch,as1,Wängi,1,8F96A0DD9A85CACFE05328B9D80A42FF,at7,Parkierunfall,accident en parquant,Incidente nel parcheggiare,Accident when parking,Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,FALSE,FALSE,rt439,andere,autre,Altro,Other,2613250,1263066,BL,2769,2019,7,Juli,juillet,Luglio,July,aw401,Montag,lundi,Lunedí,Monday,11,11h-12h,,47.51820265,7.614534329,POINT (7.614534328587297 47.51820264546051),1263066,2716223,10199006,"47.518202645460505,7.614534328587297","Alters- und Pflegeheim Hofmatt, 3, Pumpwerkstrasse, Münchenstein, Bezirk Arlesheim, Basel-Landschaft, 4142, Schweiz/Suisse/Svizzera/Svizra", Pumpwerkstrasse,4142
2958,1787,Stabhofgasse,as1,Liestal,1,7EDA7751C359541BE05328B9D80AD863,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,FALSE,FALSE,rt434,Nebenanlage,installation annexe,Impianto accessorio,Motorway side installation,2753718,1259339,SG,3213,2018,11,November,novembre,Novembre,November,aw403,Mittwoch,mercredi,Mercoledì,Wednesday,22,22h-23h,,47.4668526,9.477697536,POINT (9.477697536003078 47.46685259963855),1259339,2622376,10140529,"47.46685259963855,9.477697536003078","A1, Goldach, Wahlkreis Rorschach, Sankt Gallen, 9403, Schweiz/Suisse/Svizzera/Svizra", A1,9403
2959,1788,Stadtchällerweg,as1,Winkel,1,E1246E6DCCE40130E0430A8394276F47,at6,Frontalkollision,collision frontale,Collisione frontale,Accident with head-on collision,Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,FALSE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2756857,1260806,SG,3216,2013,6,Juni,juin,Giugno,June,aw402,Dienstag,mardi,Martedì,Tuesday,13,13h-14h,,47.47930082,9.519833234,POINT (9.519833233994843 47.47930082274166),1260806,2685160,10194232,"47.47930082274166,9.519833233994843","24, Neuseeland, Rorschacherberg, Wahlkreis Rorschach, Sankt Gallen, 9404, Schweiz/Suisse/Svizzera/Svizra", Neuseeland,9404
2960,1789,Stadtgartenweg,as1,Frauenfeld,1,D2D6BD56933800E0E0430A839427E1D4,at8,Fussgängerunfall,accident impliquant des piétons,Incidente con pedoni,Accident involving pedestrian(s),Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,TRUE,FALSE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2709060,1267887,TG,4566,2012,12,Dezember,décembre,Dicembre,December,aw402,Dienstag,mardi,Martedì,Tuesday,17,17h-18h,,47.552642,8.88756418,POINT (8.887564179943414 47.55264200001234),1267887,2709933,10042814,"47.55264200001234,8.887564179943414","79, Zürcherstrasse, Hasebüel, Frauenfeld, Neunforn, Bezirk Frauenfeld, Thurgau, 8503, Schweiz/Suisse/Svizzera/Svizra", Zürcherstrasse,8503
