,index,STN_LABEL,AccidentSeverityCategory,COM_NAME,# of accidents,AccidentUID,AccidentType,AccidentType_de,AccidentType_fr,AccidentType_it,AccidentType_en,AccidentSeverityCategory_de,AccidentSeverityCategory_fr,AccidentSeverityCategory_it,AccidentSeverityCategory_en,AccidentInvolvingPedestrian,AccidentInvolvingBicycle,AccidentInvolvingMotorcycle,RoadType,RoadType_de,RoadType_fr,RoadType_it,RoadType_en,AccidentLocation_CHLV95_E,AccidentLocation_CHLV95_N,CantonCode,MunicipalityCode,AccidentYear,AccidentMonth,AccidentMonth_de,AccidentMonth_fr,AccidentMonth_it,AccidentMonth_en,AccidentWeekDay,AccidentWeekDay_de,AccidentWeekDay_fr,AccidentWeekDay_it,AccidentWeekDay_en,AccidentHour,AccidentHour_text,geometry,latitude,longitude,Punkt,STR_NORTHING,STR_EASTING,STR_ESID,geom,address,Street_Name,Zip_Codes
0,0,Müselbachstrasse,as1,Mosnang,2,8081CFEBE80865FBE05328B9D80A0F58,at4,Einbiegeunfall,accident en s'engageant sur une route,Incidente nell’immettersi in una strada,Accident when turning-into main road,Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,TRUE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2648066,1248606,AG,4003,2018,10,Oktober,octobre,Ottobre,October,aw401,Montag,lundi,Lunedí,Monday,9,09h-10h,,47.38653136,8.075195645,POINT (8.07519564519408 47.38653135884967),1248606,2719424,10092726,"47.386531358849666,8.07519564519408","Bühlstrasse, Oberdorf, Buchs, Bezirk Aarau, Aargau, 5033, Schweiz/Suisse/Svizzera/Svizra",Bühlstrasse,5033
1,64,Haldenstrasse,as1,Thürnen,2,A0BA6B6E91B850C4E0430A865E3350C4,at6,Frontalkollision,collision frontale,Collisione frontale,Accident with head-on collision,Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,FALSE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2623263,1256150,BL,2823,2011,4,April,avril,Aprile,April,aw403,Mittwoch,mercredi,Mercoledì,Wednesday,5,05h-06h,,47.45572376,7.74710955,POINT (7.747109550171687 47.45572376328197),1256150,2629353,10190885,"47.455723763281966,7.747109550171687","Formex AG, Obere Hauensteinstrassesse, Im Teufental, Bubendorf, Bezirk Liestal, Basel-Landschaft, 4416, Schweiz/Suisse/Svizzera/Svizra", Obere Hauensteinstrassesse,4416
2,74,Stegbachstrasse,as1,Obergösgen,2,A3C8388F06C46174E05328B9D80A5A12,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,TRUE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2685860,1246499,ZH,261,2020,4,April,avril,Aprile,April,aw403,Mittwoch,mercredi,Mercoledì,Wednesday,19,19h-20h,,47.36374176,8.575268602,POINT (8.575268601857397 47.3637417600046),1246499,2639388,10023652,"47.3637417600046,8.575268601857397","Witikonerstrasse, Hirslanden, Kreis 7, Zürich, Bezirk Zürich, Zürich, 8032, Schweiz/Suisse/Svizzera/Svizra",Witikonerstrasse,8032
3,73,Bodenackerstrasse,as1,Breitenbach,2,B2D0395F65CE67C6E05329B9D80A373F,at4,Einbiegeunfall,accident en s'engageant sur une route,Incidente nell’immettersi in una strada,Accident when turning-into main road,Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,FALSE,TRUE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2627788,1250344,BL,2884,2020,8,August,août,Agosto,August,aw404,Donnerstag,jeudi,Giovedì,Thursday,6,06h-07h,,47.40332935,7.806753336,POINT (7.806753336145236 47.4033293511877),1250344,2607990,10124519,"47.4033293511877,7.806753336145236","Diegten, Bezirk Waldenburg, Basel-Landschaft, 4457, Schweiz/Suisse/Svizzera/Svizra", Bezirk Waldenburg,4457
4,71,Unterer Mettenbühlweg,as1,Breitenbach,2,36F72F66339701BCE0530A839427BACF,at8,Fussgängerunfall,accident impliquant des piétons,Incidente con pedoni,Accident involving pedestrian(s),Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,TRUE,FALSE,FALSE,rt439,andere,autre,Altro,Other,2607921,1250708,SO,2613,2016,6,Juni,juin,Giugno,June,aw404,Donnerstag,jeudi,Giovedì,Thursday,13,13h-14h,,47.40714012,7.543566989,POINT (7.543566988628456 47.40714012110105),1250708,2608573,10089860,"47.40714012110105,7.543566988628456","2, Alice Vogt-Strasse, Breitenbach, Bezirk Thierstein, Amtei Dorneck-Thierstein, Solothurn, 4226, Schweiz/Suisse/Svizzera/Svizra", Alice Vogt-Strasse,4226
5,69,Bachweg,as1,Hauenstein-Ifenthal,2,91CB3A370567E23AE05328B9D80A5BDC,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,FALSE,TRUE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2740638,1247401,AR,3007,2019,7,Juli,juillet,Luglio,July,aw407,Sonntag,dimanche,Domenica,Sunday,18,18h-19h,,47.36243858,9.300501704,POINT (9.300501704357997 47.36243857765722),1247401,2632714,10155557,"47.362438577657215,9.300501704357997","Hundwilerstrasse, Waldstatt, Hinterland, Appenzell Ausserrhoden, 9104, Schweiz/Suisse/Svizzera/Svizra",Hundwilerstrasse,9104
6,67,Gartenstrasse,as1,Thürnen,2,E422C607F3C3015AE0430A83942725DE,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,FALSE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2600928,1256150,SO,2477,2013,5,Mai,mai,Maggio,May,aw407,Sonntag,dimanche,Domenica,Sunday,4,04h-05h,,47.45613226,7.450929446,POINT (7.450929446183148 47.45613226153546),1256150,2629399,10047600,"47.45613226153546,7.450929446183148","Felsplatte, 274, Metzerlen-Mariastein, Bezirk Dorneck, Amtei Dorneck-Thierstein, Solothurn, 4116, Schweiz/Suisse/Svizzera/Svizra",Felsplatte,4116
7,63,Weierhof,as1,Sirnach,2,E422C607F3C3015AE0430A83942725DE,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,FALSE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2600928,1256150,SO,2477,2013,5,Mai,mai,Maggio,May,aw407,Sonntag,dimanche,Domenica,Sunday,4,04h-05h,,47.45613226,7.450929446,POINT (7.450929446183148 47.45613226153546),1256150,2717290,10038615,"47.45613226153546,7.450929446183148","Felsplatte, 274, Metzerlen-Mariastein, Bezirk Dorneck, Amtei Dorneck-Thierstein, Solothurn, 4116, Schweiz/Suisse/Svizzera/Svizra",Felsplatte,4116
8,51,Oberbad,as1,Wolhusen,2,AEB399B9103A0AB1E05329B9D80A4937,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,FALSE,FALSE,rt430,Autobahn,autoroute,Autostrada,Motorway,2593601,1210819,BE,311,2020,7,Juli,juillet,Luglio,July,aw403,Mittwoch,mercredi,Mercoledì,Wednesday,15,15h-16h,,47.04836905,7.354420045,POINT (7.354420044931949 47.04836904551188),1210819,2647685,10017646,"47.048369045511876,7.354420044931949","A6, Bundkofen, Schüpfen, Verwaltungskreis Seeland, Verwaltungsregion Seeland, Bern/Berne, 3054, Schweiz/Suisse/Svizzera/Svizra", A6,3054
9,61,Haltenstrasse,as1,Arbon,2,9FCE29EBACAA002FE05329B9D80ACC91,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,FALSE,TRUE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2688788,1263951,ZH,56,2020,2,Februar,février,Febbraio,February,aw401,Montag,lundi,Lunedí,Monday,18,18h-19h,,47.52030049,8.617495486,POINT (8.617495485653707 47.52030048648334),1263951,2748734,10073660,"47.520300486483336,8.617495485653707","Winterthurerstrasse, Embrach, Bezirk Bülach, Zürich, 8424, Schweiz/Suisse/Svizzera/Svizra",Winterthurerstrasse,8424
10,59,Underbruberg,as1,Kirchberg (SG),2,01FC1B733FF4008CE0530A839427123C,at5,Überqueren der Fahrbahn,accident en traversant une route,Incidente nell'attraversare la carreggiata,Accident when crossing the lane(s),Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,TRUE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2684908,1254850,ZH,66,2014,8,August,août,Agosto,August,aw405,Freitag,vendredi,Venerdì,Friday,15,15h-16h,,47.43896778,8.564253188,POINT (8.564253188457869 47.43896777649702),1254850,2720760,10114531,"47.43896777649702,8.564253188457869","58, Flughofstrasse, Glattbrugg, Opfikon, Bezirk Bülach, Zürich, 8152, Schweiz/Suisse/Svizzera/Svizra", Flughofstrasse,8152
11,57,Underi Märetmattestrasse,as1,Saanen,2,1E0BCD6AE54800B6E0530A839427126F,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,FALSE,TRUE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2733454,1148762,GR,3822,2015,7,Juli,juillet,Luglio,July,aw407,Sonntag,dimanche,Domenica,Sunday,15,15h-16h,,46.4768833,9.176503675,POINT (9.176503674675867 46.47688329698776),1148762,2586241,10159190,"46.47688329698776,9.176503674675867","strada del Pass, Ca de Mucia, San Bernardino, Mesocco, Moësa, Graubünden/Grischun/Grigioni, 6565, Schweiz/Suisse/Svizzera/Svizra", Ca de Mucia,6565
12,55,Schornenstrasse,as1,Sattel,2,9B9AFA28DD1ECEDDE05329B9D80AAFAB,at8,Fussgängerunfall,accident impliquant des piétons,Incidente con pedoni,Accident involving pedestrian(s),Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,TRUE,FALSE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2659879,1215670,LU,1024,2019,12,Dezember,décembre,Dicembre,December,aw402,Dienstag,mardi,Martedì,Tuesday,17,17h-18h,,47.08933297,8.22725174,POINT (8.227251739856806 47.08933297100589),1215670,2690999,10091519,"47.08933297100589,8.227251739856806","Geisselermoos, Luzernstrasse, Geisselermoos, Weiherhüsli, Emmen, Luzern, 6206, Schweiz/Suisse/Svizzera/Svizra", Luzernstrasse,6206
13,53,Untere Weierbodenstrasse,as1,Lichtensteig,2,2FBA7E45794A0126E0530A8394272E07,at8,Fussgängerunfall,accident impliquant des piétons,Incidente con pedoni,Accident involving pedestrian(s),Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,TRUE,FALSE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2724627,1242804,SG,3374,2016,3,März,mars,Marzo,March,aw401,Montag,lundi,Lunedí,Monday,8,08h-09h,,47.32432381,9.087323344,POINT (9.087323343732329 47.32432381498445),1242804,2724973,10130441,"47.32432381498445,9.08732334373233","3, Loretostrasse, Lichtensteig, Wahlkreis Toggenburg, Sankt Gallen, 9620, Schweiz/Suisse/Svizzera/Svizra", Loretostrasse,9620
14,77,Baumschulweg,as1,Würenlos,2,01FC1B733FF4008CE0530A839427123C,at5,Überqueren der Fahrbahn,accident en traversant une route,Incidente nell'attraversare la carreggiata,Accident when crossing the lane(s),Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,TRUE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2684908,1254850,ZH,66,2014,8,August,août,Agosto,August,aw405,Freitag,vendredi,Venerdì,Friday,15,15h-16h,,47.43896778,8.564253188,POINT (8.564253188457869 47.43896777649702),1254850,2669681,10194291,"47.43896777649702,8.564253188457869","58, Flughofstrasse, Glattbrugg, Opfikon, Bezirk Bülach, Zürich, 8152, Schweiz/Suisse/Svizzera/Svizra", Flughofstrasse,8152
15,78,Präderwanstrasse,as1,Tentlingen,2,0443524D03FA000CE0530A839427F5A0,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,FALSE,TRUE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2794373,1180158,GR,3746,2014,9,September,septembre,Settembre,September,aw406,Samstag,samedi,Sabato,Saturday,19,19h-20h,,46.74425219,9.982592239,POINT (9.982592238562129 46.74425218742048),1180158,2581812,10072483,"46.74425218742048,9.982592238562129","Chantsura, Pass dal Flüela, Chantsura, Zernez, Region Engiadina Bassa/Val Müstair, Graubünden/Grischun/Grigioni, Schweiz/Suisse/Svizzera/Svizra", Pass dal Flüela,8152
16,99,Mülibüüne,as1,Kirchberg (BE),2,9B9AFA28DD1ECEDDE05329B9D80AAFAB,at8,Fussgängerunfall,accident impliquant des piétons,Incidente con pedoni,Accident involving pedestrian(s),Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,TRUE,FALSE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2659879,1215670,LU,1024,2019,12,Dezember,décembre,Dicembre,December,aw402,Dienstag,mardi,Martedì,Tuesday,17,17h-18h,,47.08933297,8.22725174,POINT (8.227251739856806 47.08933297100589),1215670,2610465,10128999,"47.08933297100589,8.227251739856806","Geisselermoos, Luzernstrasse, Geisselermoos, Weiherhüsli, Emmen, Luzern, 6206, Schweiz/Suisse/Svizzera/Svizra", Luzernstrasse,6206
17,97,Glärnischweg,as1,Eschenbach (SG),2,605CBF8861A6015CE0530A839427CA5A,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,FALSE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2640239,1237914,AG,4289,2017,10,Oktober,octobre,Ottobre,October,aw403,Mittwoch,mercredi,Mercoledì,Wednesday,7,07h-08h,,47.29089012,7.970581791,POINT (7.970581791126949 47.29089011645537),1237914,2716565,10033701,"47.290890116455365,7.970581791126949","Bottenwilerstrasse, Mühlethal, Zofingen, Bezirk Zofingen, Aargau, 4812, Schweiz/Suisse/Svizzera/Svizra",Bottenwilerstrasse,4812
18,95,Tal,as1,Bachs,2,C84FF4C903330140E0430A839427477D,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,FALSE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2682368,1265839,ZH,53,2012,7,Juli,juillet,Luglio,July,aw401,Montag,lundi,Lunedí,Monday,14,14h-15h,,47.5381152,8.532615585,POINT (8.532615584956803 47.5381152036927),1265839,2673345,10054320,"47.5381152036927,8.532615584956803","Schaffhauserstrasse, Bülach, Bezirk Bülach, Zürich, 8180, Schweiz/Suisse/Svizzera/Svizra",Schaffhauserstrasse,8180
19,93,Hermisrütiweg,as1,Illnau-Effretikon,2,01FC1B733FF4008CE0530A839427123C,at5,Überqueren der Fahrbahn,accident en traversant une route,Incidente nell'attraversare la carreggiata,Accident when crossing the lane(s),Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,TRUE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2684908,1254850,ZH,66,2014,8,August,août,Agosto,August,aw405,Freitag,vendredi,Venerdì,Friday,15,15h-16h,,47.43896778,8.564253188,POINT (8.564253188457869 47.43896777649702),1254850,2698814,10245775,"47.43896777649702,8.564253188457869","58, Flughofstrasse, Glattbrugg, Opfikon, Bezirk Bülach, Zürich, 8152, Schweiz/Suisse/Svizzera/Svizra", Flughofstrasse,8152
20,91,Chemin du Clos-Fleuri,as1,Corcelles-près-Payerne,2,216D0C69F93E014EE0530A83942780B7,at8,Fussgängerunfall,accident impliquant des piétons,Incidente con pedoni,Accident involving pedestrian(s),Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,TRUE,FALSE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2528484,1186131,VD,5568,2015,8,August,août,Agosto,August,aw401,Montag,lundi,Lunedí,Monday,8,08h-09h,,46.82247465,6.501414555,POINT (6.501414554623847 46.82247464808782),1186131,2562779,10114110,"46.82247464808782,6.501414554623847","5, 7, Rue Neuve, La Sagne, Sainte-Croix, District du Jura-Nord vaudois, Vaud, 1450, Schweiz/Suisse/Svizzera/Svizra",Rue Neuve,1450
21,89,Feldweg,as1,Winznau,2,AF55E573882DD3E9E05329B9D80A33BE,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,TRUE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2685859,1246499,ZH,261,2020,9,September,septembre,Settembre,September,aw401,Montag,lundi,Lunedí,Monday,12,12h-13h,,47.36374189,8.575255365,POINT (8.575255365377272 47.36374189028238),1246499,2637004,10129032,"47.36374189028238,8.575255365377272","Witikonerstrasse, Hirslanden, Kreis 7, Zürich, Bezirk Zürich, Zürich, 8032, Schweiz/Suisse/Svizzera/Svizra",Witikonerstrasse,8032
22,87,Seefeldstrasse,as1,Zollikon,2,AB2717D64FA900C4E0430A83942700C4,at5,Überqueren der Fahrbahn,accident en traversant une route,Incidente nell'attraversare la carreggiata,Accident when crossing the lane(s),Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,FALSE,TRUE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2646167,1244454,AG,4010,2011,7,Juli,juillet,Luglio,July,aw404,Donnerstag,jeudi,Giovedì,Thursday,11,11h-12h,,47.34932398,8.049619082,POINT (8.049619081575631 47.34932398137254),1244454,2685214,10165532,"47.34932398137254,8.049619081575631","Muhenstrasse, Kirchfeld, Oberentfelden, Bezirk Aarau, Aargau, 5036, Schweiz/Suisse/Svizzera/Svizra",Muhenstrasse,5036
23,85,Ringgasse,as1,Altstätten,2,91CB3A370567E23AE05328B9D80A5BDC,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,FALSE,TRUE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2740638,1247401,AR,3007,2019,7,Juli,juillet,Luglio,July,aw407,Sonntag,dimanche,Domenica,Sunday,18,18h-19h,,47.36243858,9.300501704,POINT (9.300501704357997 47.36243857765722),1247401,2758132,10251094,"47.362438577657215,9.300501704357997","Hundwilerstrasse, Waldstatt, Hinterland, Appenzell Ausserrhoden, 9104, Schweiz/Suisse/Svizzera/Svizra",Hundwilerstrasse,9104
24,83,Langgüetlistrasse,as1,Glarus,2,ABF59DA165F7EA82E05329B9D80AAA40,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,FALSE,TRUE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2687099,1213736,SZ,1374,2020,8,August,août,Agosto,August,aw407,Sonntag,dimanche,Domenica,Sunday,16,16h-17h,,47.06891925,8.585330847,POINT (8.585330847250013 47.06891924695569),1213736,2723059,10104902,"47.068919246955694,8.585330847250013","10, Wildspitzstrasse, Steinerberg, Schwyz, 6416, Schweiz/Suisse/Svizzera/Svizra", Wildspitzstrasse,6416
25,81,Grossackerweg,as1,Meikirch,2,1EAC510948EC013EE0530A83942745FD,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,FALSE,TRUE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2689100,1206095,SZ,1364,2015,9,September,septembre,Settembre,September,aw404,Donnerstag,jeudi,Giovedì,Thursday,17,17h-18h,,46.99992985,8.610169305,POINT (8.610169305467434 46.99992985276475),1206095,2594174,10058069,"46.99992985276475,8.610169305467434","Brunnen Bahnhof, Schwyzerstrasse, Herrenmatt, Brunnen, Ingenbohl, Schwyz, 6440, Schweiz/Suisse/Svizzera/Svizra", Schwyzerstrasse,6440
26,12,Route de Formangueires,as1,Belfaux,2,0AB5EC350F490180E0530A839427E904,at8,Fussgängerunfall,accident impliquant des piétons,Incidente con pedoni,Accident involving pedestrian(s),Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,TRUE,FALSE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2528478,1186131,VD,5568,2014,11,November,novembre,Novembre,November,aw403,Mittwoch,mercredi,Mercoledì,Wednesday,6,06h-07h,,46.822474,6.501335932,POINT (6.501335931880702 46.82247400225888),1186131,2575265,10022603,"46.82247400225888,6.5013359318807025","Administration communale, 10, Rue Neuve, La Sagne, Sainte-Croix, District du Jura-Nord vaudois, Vaud, 1450, Schweiz/Suisse/Svizzera/Svizra",Rue Neuve,1450
27,23,Waldweid,as1,Waldenburg,2,91CB3A370567E23AE05328B9D80A5BDC,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,FALSE,TRUE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2740638,1247401,AR,3007,2019,7,Juli,juillet,Luglio,July,aw407,Sonntag,dimanche,Domenica,Sunday,18,18h-19h,,47.36243858,9.300501704,POINT (9.300501704357997 47.36243857765722),1247401,2621339,10026313,"47.362438577657215,9.300501704357997","Hundwilerstrasse, Waldstatt, Hinterland, Appenzell Ausserrhoden, 9104, Schweiz/Suisse/Svizzera/Svizra",Hundwilerstrasse,9104
28,21,Schulstrasse,as1,Böztal,2,7D5DE726CD632085E05328B9D80AED61,at8,Fussgängerunfall,accident impliquant des piétons,Incidente con pedoni,Accident involving pedestrian(s),Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,TRUE,FALSE,FALSE,rt439,andere,autre,Altro,Other,2699831,1260181,ZH,230,2018,11,November,novembre,Novembre,November,aw402,Dienstag,mardi,Martedì,Tuesday,9,09h-10h,,47.48481345,8.763246314,POINT (8.76324631445847 47.48481344760015),1260181,2650200,10030903,"47.48481344760015,8.76324631445847","Shopping Seen, Kanzleistrasse, Büelwiesen, Seen, Gotzenwil, Winterthur, Bezirk Winterthur, Zürich, 8405, Schweiz/Suisse/Svizzera/Svizra", Kanzleistrasse,8405
29,19,Lindenweg,as1,Au (SG),2,E422C607F3C3015AE0430A83942725DE,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,FALSE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2600928,1256150,SO,2477,2013,5,Mai,mai,Maggio,May,aw407,Sonntag,dimanche,Domenica,Sunday,4,04h-05h,,47.45613226,7.450929446,POINT (7.450929446183148 47.45613226153546),1256150,2765818,10183002,"47.45613226153546,7.450929446183148","Felsplatte, 274, Metzerlen-Mariastein, Bezirk Dorneck, Amtei Dorneck-Thierstein, Solothurn, 4116, Schweiz/Suisse/Svizzera/Svizra",Felsplatte,4116
30,17,Kammenhütte,as1,Sumiswald,2,AEB399B9103A0AB1E05329B9D80A4937,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,FALSE,FALSE,rt430,Autobahn,autoroute,Autostrada,Motorway,2593601,1210819,BE,311,2020,7,Juli,juillet,Luglio,July,aw403,Mittwoch,mercredi,Mercoledì,Wednesday,15,15h-16h,,47.04836905,7.354420045,POINT (7.354420044931949 47.04836904551188),1210819,2632453,10058525,"47.048369045511876,7.354420044931949","A6, Bundkofen, Schüpfen, Verwaltungskreis Seeland, Verwaltungsregion Seeland, Bern/Berne, 3054, Schweiz/Suisse/Svizzera/Svizra", A6,3054
31,15,Oberhüsli,as1,Hergiswil bei Willisau,2,9B9AFA28DD1ECEDDE05329B9D80AAFAB,at8,Fussgängerunfall,accident impliquant des piétons,Incidente con pedoni,Accident involving pedestrian(s),Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,TRUE,FALSE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2659879,1215670,LU,1024,2019,12,Dezember,décembre,Dicembre,December,aw402,Dienstag,mardi,Martedì,Tuesday,17,17h-18h,,47.08933297,8.22725174,POINT (8.227251739856806 47.08933297100589),1215670,2637439,10113796,"47.08933297100589,8.227251739856806","Geisselermoos, Luzernstrasse, Geisselermoos, Weiherhüsli, Emmen, Luzern, 6206, Schweiz/Suisse/Svizzera/Svizra", Luzernstrasse,6206
32,11,Blumenweg,as1,Lengnau (AG),2,9FCE29EBACAA002FE05329B9D80ACC91,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,FALSE,TRUE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2688788,1263951,ZH,56,2020,2,Februar,février,Febbraio,February,aw401,Montag,lundi,Lunedí,Monday,18,18h-19h,,47.52030049,8.617495486,POINT (8.617495485653707 47.52030048648334),1263951,2667132,10037976,"47.520300486483336,8.617495485653707","Winterthurerstrasse, Embrach, Bezirk Bülach, Zürich, 8424, Schweiz/Suisse/Svizzera/Svizra",Winterthurerstrasse,8424
