,index,STN_LABEL,AccidentSeverityCategory,COM_NAME,# of accidents,AccidentType,AccidentInvolvingPedestrian,AccidentInvolvingBicycle,AccidentInvolvingMotorcycle,RoadType,AccidentLocation_CHLV95_E,AccidentLocation_CHLV95_N,CantonCode,MunicipalityCode,AccidentYear,AccidentMonth,AccidentWeekDay,AccidentHour,latitude,longitude,Punkt,STR_NORTHING,STR_EASTING,STR_ESID,geom,address
0,0,Müselbachstrasse,as1,Mosnang,2,at4,FALSE,TRUE,FALSE,rt433,2648066.0,1248606.0,AG,4003,2018,10,aw401,9,47.386531358849666,8.07519564519408,POINT (8.07519564519408 47.38653135884967),1248606.0,2719424.0,10092726.0,"47.386531358849666,8.07519564519408","Bühlstrasse, Oberdorf, Buchs, Bezirk Aarau, Aargau, 5033, Schweiz/Suisse/Svizzera/Svizra"
1,64,Haldenstrasse,as1,Thürnen,2,at6,FALSE,FALSE,FALSE,rt432,2623263.0,1256150.0,BL,2823,2011,4,aw403,5,47.455723763281966,7.747109550171687,POINT (7.747109550171687 47.45572376328197),1256150.0,2629353.0,10190885.0,"47.455723763281966,7.747109550171687","Formex AG, Obere Hauensteinstrassesse, Im Teufental, Bubendorf, Bezirk Liestal, Basel-Landschaft, 4416, Schweiz/Suisse/Svizzera/Svizra"
2,74,Stegbachstrasse,as1,Obergösgen,2,at0,FALSE,TRUE,FALSE,rt433,2685860.0,1246499.0,ZH,261,2020,4,aw403,19,47.3637417600046,8.575268601857397,POINT (8.575268601857397 47.3637417600046),1246499.0,2639388.0,10023652.0,"47.3637417600046,8.575268601857397","Witikonerstrasse, Hirslanden, Kreis 7, Zürich, Bezirk Zürich, Zürich, 8032, Schweiz/Suisse/Svizzera/Svizra"
3,73,Bodenackerstrasse,as1,Breitenbach,2,at4,FALSE,FALSE,TRUE,rt433,2627788.0,1250344.0,BL,2884,2020,8,aw404,6,47.4033293511877,7.806753336145236,POINT (7.806753336145236 47.4033293511877),1250344.0,2607990.0,10124519.0,"47.4033293511877,7.806753336145236","Diegten, Bezirk Waldenburg, Basel-Landschaft, 4457, Schweiz/Suisse/Svizzera/Svizra"
4,71,Unterer Mettenbühlweg,as1,Breitenbach,2,at8,TRUE,FALSE,FALSE,rt439,2607921.0,1250708.0,SO,2613,2016,6,aw404,13,47.40714012110105,7.543566988628456,POINT (7.543566988628456 47.40714012110105),1250708.0,2608573.0,10089860.0,"47.40714012110105,7.543566988628456","2, Alice Vogt-Strasse, Breitenbach, Bezirk Thierstein, Amtei Dorneck-Thierstein, Solothurn, 4226, Schweiz/Suisse/Svizzera/Svizra"
5,69,Bachweg,as1,Hauenstein-Ifenthal,2,at0,FALSE,FALSE,TRUE,rt432,2740638.0,1247401.0,AR,3007,2019,7,aw407,18,47.362438577657215,9.300501704357997,POINT (9.300501704357997 47.36243857765722),1247401.0,2632714.0,10155557.0,"47.362438577657215,9.300501704357997","Hundwilerstrasse, Waldstatt, Hinterland, Appenzell Ausserrhoden, 9104, Schweiz/Suisse/Svizzera/Svizra"
6,67,Gartenstrasse,as1,Thürnen,2,at0,FALSE,FALSE,FALSE,rt432,2600928.0,1256150.0,SO,2477,2013,5,aw407,4,47.45613226153546,7.450929446183148,POINT (7.450929446183148 47.45613226153546),1256150.0,2629399.0,10047600.0,"47.45613226153546,7.450929446183148","Felsplatte, 274, Metzerlen-Mariastein, Bezirk Dorneck, Amtei Dorneck-Thierstein, Solothurn, 4116, Schweiz/Suisse/Svizzera/Svizra"
7,63,Weierhof,as1,Sirnach,2,at0,FALSE,FALSE,FALSE,rt432,2600928.0,1256150.0,SO,2477,2013,5,aw407,4,47.45613226153546,7.450929446183148,POINT (7.450929446183148 47.45613226153546),1256150.0,2717290.0,10038615.0,"47.45613226153546,7.450929446183148","Felsplatte, 274, Metzerlen-Mariastein, Bezirk Dorneck, Amtei Dorneck-Thierstein, Solothurn, 4116, Schweiz/Suisse/Svizzera/Svizra"
8,51,Oberbad,as1,Wolhusen,2,at0,FALSE,FALSE,FALSE,rt430,2593601.0,1210819.0,BE,311,2020,7,aw403,15,47.048369045511876,7.354420044931949,POINT (7.354420044931949 47.04836904551188),1210819.0,2647685.0,10017646.0,"47.048369045511876,7.354420044931949","A6, Bundkofen, Schüpfen, Verwaltungskreis Seeland, Verwaltungsregion Seeland, Bern/Berne, 3054, Schweiz/Suisse/Svizzera/Svizra"
9,61,Haltenstrasse,as1,Arbon,2,at0,FALSE,FALSE,TRUE,rt432,2688788.0,1263951.0,ZH,56,2020,2,aw401,18,47.520300486483336,8.617495485653707,POINT (8.617495485653707 47.52030048648334),1263951.0,2748734.0,10073660.0,"47.520300486483336,8.617495485653707","Winterthurerstrasse, Embrach, Bezirk Bülach, Zürich, 8424, Schweiz/Suisse/Svizzera/Svizra"
10,59,Underbruberg,as1,Kirchberg (SG),2,at5,FALSE,TRUE,FALSE,rt433,2684908.0,1254850.0,ZH,66,2014,8,aw405,15,47.43896777649702,8.564253188457869,POINT (8.564253188457869 47.43896777649702),1254850.0,2720760.0,10114531.0,"47.43896777649702,8.564253188457869","58, Flughofstrasse, Glattbrugg, Opfikon, Bezirk Bülach, Zürich, 8152, Schweiz/Suisse/Svizzera/Svizra"
11,57,Underi Märetmattestrasse,as1,Saanen,2,at0,FALSE,FALSE,TRUE,rt432,2733454.0,1148762.0,GR,3822,2015,7,aw407,15,46.47688329698776,9.176503674675867,POINT (9.176503674675867 46.47688329698776),1148762.0,2586241.0,10159190.0,"46.47688329698776,9.176503674675867","strada del Pass, Ca de Mucia, San Bernardino, Mesocco, Moësa, Graubünden/Grischun/Grigioni, 6565, Schweiz/Suisse/Svizzera/Svizra"
12,55,Schornenstrasse,as1,Sattel,2,at8,TRUE,FALSE,FALSE,rt432,2659879.0,1215670.0,LU,1024,2019,12,aw402,17,47.08933297100589,8.227251739856806,POINT (8.227251739856806 47.08933297100589),1215670.0,2690999.0,10091519.0,"47.08933297100589,8.227251739856806","Geisselermoos, Luzernstrasse, Geisselermoos, Weiherhüsli, Emmen, Luzern, 6206, Schweiz/Suisse/Svizzera/Svizra"
13,53,Untere Weierbodenstrasse,as1,Lichtensteig,2,at8,TRUE,FALSE,FALSE,rt432,2724627.0,1242804.0,SG,3374,2016,3,aw401,8,47.32432381498445,9.08732334373233,POINT (9.087323343732329 47.32432381498445),1242804.0,2724973.0,10130441.0,"47.32432381498445,9.08732334373233","3, Loretostrasse, Lichtensteig, Wahlkreis Toggenburg, Sankt Gallen, 9620, Schweiz/Suisse/Svizzera/Svizra"
14,77,Baumschulweg,as1,Würenlos,2,at5,FALSE,TRUE,FALSE,rt433,2684908.0,1254850.0,ZH,66,2014,8,aw405,15,47.43896777649702,8.564253188457869,POINT (8.564253188457869 47.43896777649702),1254850.0,2669681.0,10194291.0,"47.43896777649702,8.564253188457869","58, Flughofstrasse, Glattbrugg, Opfikon, Bezirk Bülach, Zürich, 8152, Schweiz/Suisse/Svizzera/Svizra"
15,78,Präderwanstrasse,as1,Tentlingen,2,at0,FALSE,FALSE,TRUE,rt432,2794373.0,1180158.0,GR,3746,2014,9,aw406,19,46.74425218742048,9.982592238562129,POINT (9.982592238562129 46.74425218742048),1180158.0,2581812.0,10072483.0,"46.74425218742048,9.982592238562129","Chantsura, Pass dal Flüela, Chantsura, Zernez, Region Engiadina Bassa/Val Müstair, Graubünden/Grischun/Grigioni, Schweiz/Suisse/Svizzera/Svizra"
16,99,Mülibüüne,as1,Kirchberg (BE),2,at8,TRUE,FALSE,FALSE,rt432,2659879.0,1215670.0,LU,1024,2019,12,aw402,17,47.08933297100589,8.227251739856806,POINT (8.227251739856806 47.08933297100589),1215670.0,2610465.0,10128999.0,"47.08933297100589,8.227251739856806","Geisselermoos, Luzernstrasse, Geisselermoos, Weiherhüsli, Emmen, Luzern, 6206, Schweiz/Suisse/Svizzera/Svizra"
17,97,Glärnischweg,as1,Eschenbach (SG),2,at0,FALSE,FALSE,FALSE,rt433,2640239.0,1237914.0,AG,4289,2017,10,aw403,7,47.290890116455365,7.970581791126949,POINT (7.970581791126949 47.29089011645537),1237914.0,2716565.0,10033701.0,"47.290890116455365,7.970581791126949","Bottenwilerstrasse, Mühlethal, Zofingen, Bezirk Zofingen, Aargau, 4812, Schweiz/Suisse/Svizzera/Svizra"
18,95,Tal,as1,Bachs,2,at0,FALSE,FALSE,FALSE,rt432,2682368.0,1265839.0,ZH,53,2012,7,aw401,14,47.5381152036927,8.532615584956803,POINT (8.532615584956803 47.5381152036927),1265839.0,2673345.0,10054320.0,"47.5381152036927,8.532615584956803","Schaffhauserstrasse, Bülach, Bezirk Bülach, Zürich, 8180, Schweiz/Suisse/Svizzera/Svizra"
19,93,Hermisrütiweg,as1,Illnau-Effretikon,2,at5,FALSE,TRUE,FALSE,rt433,2684908.0,1254850.0,ZH,66,2014,8,aw405,15,47.43896777649702,8.564253188457869,POINT (8.564253188457869 47.43896777649702),1254850.0,2698814.0,10245775.0,"47.43896777649702,8.564253188457869","58, Flughofstrasse, Glattbrugg, Opfikon, Bezirk Bülach, Zürich, 8152, Schweiz/Suisse/Svizzera/Svizra"
20,91,Chemin du Clos-Fleuri,as1,Corcelles-près-Payerne,2,at8,TRUE,FALSE,FALSE,rt432,2528484.0,1186131.0,VD,5568,2015,8,aw401,8,46.82247464808782,6.501414554623847,POINT (6.501414554623847 46.82247464808782),1186131.0,2562779.0,10114110.0,"46.82247464808782,6.501414554623847","5, 7, Rue Neuve, La Sagne, Sainte-Croix, District du Jura-Nord vaudois, Vaud, 1450, Schweiz/Suisse/Svizzera/Svizra"
21,89,Feldweg,as1,Winznau,2,at0,FALSE,TRUE,FALSE,rt432,2685859.0,1246499.0,ZH,261,2020,9,aw401,12,47.36374189028238,8.575255365377272,POINT (8.575255365377272 47.36374189028238),1246499.0,2637004.0,10129032.0,"47.36374189028238,8.575255365377272","Witikonerstrasse, Hirslanden, Kreis 7, Zürich, Bezirk Zürich, Zürich, 8032, Schweiz/Suisse/Svizzera/Svizra"
22,87,Seefeldstrasse,as1,Zollikon,2,at5,FALSE,FALSE,TRUE,rt432,2646167.0,1244454.0,AG,4010,2011,7,aw404,11,47.34932398137254,8.049619081575631,POINT (8.049619081575631 47.34932398137254),1244454.0,2685214.0,10165532.0,"47.34932398137254,8.049619081575631","Muhenstrasse, Kirchfeld, Oberentfelden, Bezirk Aarau, Aargau, 5036, Schweiz/Suisse/Svizzera/Svizra"
23,85,Ringgasse,as1,Altstätten,2,at0,FALSE,FALSE,TRUE,rt432,2740638.0,1247401.0,AR,3007,2019,7,aw407,18,47.362438577657215,9.300501704357997,POINT (9.300501704357997 47.36243857765722),1247401.0,2758132.0,10251094.0,"47.362438577657215,9.300501704357997","Hundwilerstrasse, Waldstatt, Hinterland, Appenzell Ausserrhoden, 9104, Schweiz/Suisse/Svizzera/Svizra"
24,83,Langgüetlistrasse,as1,Glarus,2,at0,FALSE,FALSE,TRUE,rt433,2687099.0,1213736.0,SZ,1374,2020,8,aw407,16,47.068919246955694,8.585330847250013,POINT (8.585330847250013 47.06891924695569),1213736.0,2723059.0,10104902.0,"47.068919246955694,8.585330847250013","10, Wildspitzstrasse, Steinerberg, Schwyz, 6416, Schweiz/Suisse/Svizzera/Svizra"
25,81,Grossackerweg,as1,Meikirch,2,at0,FALSE,FALSE,TRUE,rt432,2689100.0,1206095.0,SZ,1364,2015,9,aw404,17,46.99992985276475,8.610169305467434,POINT (8.610169305467434 46.99992985276475),1206095.0,2594174.0,10058069.0,"46.99992985276475,8.610169305467434","Brunnen Bahnhof, Schwyzerstrasse, Herrenmatt, Brunnen, Ingenbohl, Schwyz, 6440, Schweiz/Suisse/Svizzera/Svizra"
26,12,Route de Formangueires,as1,Belfaux,2,at8,TRUE,FALSE,FALSE,rt432,2528478.0,1186131.0,VD,5568,2014,11,aw403,6,46.82247400225888,6.5013359318807025,POINT (6.501335931880702 46.82247400225888),1186131.0,2575265.0,10022603.0,"46.82247400225888,6.5013359318807025","Administration communale, 10, Rue Neuve, La Sagne, Sainte-Croix, District du Jura-Nord vaudois, Vaud, 1450, Schweiz/Suisse/Svizzera/Svizra"
27,23,Waldweid,as1,Waldenburg,2,at0,FALSE,FALSE,TRUE,rt432,2740638.0,1247401.0,AR,3007,2019,7,aw407,18,47.362438577657215,9.300501704357997,POINT (9.300501704357997 47.36243857765722),1247401.0,2621339.0,10026313.0,"47.362438577657215,9.300501704357997","Hundwilerstrasse, Waldstatt, Hinterland, Appenzell Ausserrhoden, 9104, Schweiz/Suisse/Svizzera/Svizra"
28,21,Schulstrasse,as1,Böztal,2,at8,TRUE,FALSE,FALSE,rt439,2699831.0,1260181.0,ZH,230,2018,11,aw402,9,47.48481344760015,8.76324631445847,POINT (8.76324631445847 47.48481344760015),1260181.0,2650200.0,10030903.0,"47.48481344760015,8.76324631445847","Shopping Seen, Kanzleistrasse, Büelwiesen, Seen, Gotzenwil, Winterthur, Bezirk Winterthur, Zürich, 8405, Schweiz/Suisse/Svizzera/Svizra"
29,19,Lindenweg,as1,Au (SG),2,at0,FALSE,FALSE,FALSE,rt432,2600928.0,1256150.0,SO,2477,2013,5,aw407,4,47.45613226153546,7.450929446183148,POINT (7.450929446183148 47.45613226153546),1256150.0,2765818.0,10183002.0,"47.45613226153546,7.450929446183148","Felsplatte, 274, Metzerlen-Mariastein, Bezirk Dorneck, Amtei Dorneck-Thierstein, Solothurn, 4116, Schweiz/Suisse/Svizzera/Svizra"
30,17,Kammenhütte,as1,Sumiswald,2,at0,FALSE,FALSE,FALSE,rt430,2593601.0,1210819.0,BE,311,2020,7,aw403,15,47.048369045511876,7.354420044931949,POINT (7.354420044931949 47.04836904551188),1210819.0,2632453.0,10058525.0,"47.048369045511876,7.354420044931949","A6, Bundkofen, Schüpfen, Verwaltungskreis Seeland, Verwaltungsregion Seeland, Bern/Berne, 3054, Schweiz/Suisse/Svizzera/Svizra"
31,15,Oberhüsli,as1,Hergiswil bei Willisau,2,at8,TRUE,FALSE,FALSE,rt432,2659879.0,1215670.0,LU,1024,2019,12,aw402,17,47.08933297100589,8.227251739856806,POINT (8.227251739856806 47.08933297100589),1215670.0,2637439.0,10113796.0,"47.08933297100589,8.227251739856806","Geisselermoos, Luzernstrasse, Geisselermoos, Weiherhüsli, Emmen, Luzern, 6206, Schweiz/Suisse/Svizzera/Svizra"
32,11,Blumenweg,as1,Lengnau (AG),2,at0,FALSE,FALSE,TRUE,rt432,2688788.0,1263951.0,ZH,56,2020,2,aw401,18,47.520300486483336,8.617495485653707,POINT (8.617495485653707 47.52030048648334),1263951.0,2667132.0,10037976.0,"47.520300486483336,8.617495485653707","Winterthurerstrasse, Embrach, Bezirk Bülach, Zürich, 8424, Schweiz/Suisse/Svizzera/Svizra"
33,25,Oberstettenstrasse,as1,Jonschwil,2,at0,FALSE,FALSE,FALSE,rt432,2600928.0,1256150.0,SO,2477,2013,5,aw407,4,47.45613226153546,7.450929446183148,POINT (7.450929446183148 47.45613226153546),1256150.0,2723778.0,10110897.0,"47.45613226153546,7.450929446183148","Felsplatte, 274, Metzerlen-Mariastein, Bezirk Dorneck, Amtei Dorneck-Thierstein, Solothurn, 4116, Schweiz/Suisse/Svizzera/Svizra"
34,9,Geissberg,as1,Bütschwil-Ganterschwil,2,at0,FALSE,TRUE,FALSE,rt432,2685859.0,1246499.0,ZH,261,2020,9,aw401,12,47.36374189028238,8.575255365377272,POINT (8.575255365377272 47.36374189028238),1246499.0,2725003.0,10181958.0,"47.36374189028238,8.575255365377272","Witikonerstrasse, Hirslanden, Kreis 7, Zürich, Bezirk Zürich, Zürich, 8032, Schweiz/Suisse/Svizzera/Svizra"
35,7,Chemin de Neyruz,as1,Riaz,2,at0,FALSE,FALSE,FALSE,rt432,2520992.0,1166018.0,VD,5491,2020,1,aw402,7,46.640716338547406,6.4067145570551105,POINT (6.406714557055111 46.64071633854741),1166018.0,2568628.0,10068008.0,"46.640716338547406,6.4067145570551105","Route du Mollendruz, Mont-la-Ville, District de Morges, Vaud, 1148, Schweiz/Suisse/Svizzera/Svizra"
36,5,Unterholzstrasse,as1,Meikirch,2,at0,FALSE,FALSE,TRUE,rt432,2689100.0,1206095.0,SZ,1364,2015,9,aw404,17,46.99992985276475,8.610169305467434,POINT (8.610169305467434 46.99992985276475),1206095.0,2595600.0,10008902.0,"46.99992985276475,8.610169305467434","Brunnen Bahnhof, Schwyzerstrasse, Herrenmatt, Brunnen, Ingenbohl, Schwyz, 6440, Schweiz/Suisse/Svizzera/Svizra"
37,3,Schalchenstrasse,as1,Pfäffikon,2,at8,TRUE,FALSE,FALSE,rt439,2607921.0,1250708.0,SO,2613,2016,6,aw404,13,47.40714012110105,7.543566988628456,POINT (7.543566988628456 47.40714012110105),1250708.0,2704859.0,10109338.0,"47.40714012110105,7.543566988628456","2, Alice Vogt-Strasse, Breitenbach, Bezirk Thierstein, Amtei Dorneck-Thierstein, Solothurn, 4226, Schweiz/Suisse/Svizzera/Svizra"
38,49,Oberdorfweg,as1,Ebnat-Kappel,2,at0,FALSE,FALSE,FALSE,rt433,2594706.0,1236627.0,BE,700,2019,10,aw407,16,47.28051577883506,7.368654530878309,POINT (7.368654530878309 47.28051577883506),1236627.0,2727157.0,10225111.0,"47.28051577883506,7.368654530878309","12, Rue du Stand, Vieille Ville, Moutier, Arrondissement administratif du Jura bernois, Région administrative du Jura bernois, Bern/Berne, 2740, Schweiz/Suisse/Svizzera/Svizra"
39,41,Chemin des Sources,as1,Féchy,2,at0,FALSE,FALSE,TRUE,rt432,2733454.0,1148762.0,GR,3822,2015,7,aw407,15,46.47688329698776,9.176503674675867,POINT (9.176503674675867 46.47688329698776),1148762.0,2517527.0,10044973.0,"46.47688329698776,9.176503674675867","strada del Pass, Ca de Mucia, San Bernardino, Mesocco, Moësa, Graubünden/Grischun/Grigioni, 6565, Schweiz/Suisse/Svizzera/Svizra"
40,36,Dörfli,as1,Gurzelen,2,at0,FALSE,FALSE,FALSE,rt433,2733490.0,1180915.0,GR,3988,2017,9,aw402,16,46.766038564138064,9.18629846098495,POINT (9.186298460984951 46.76603856413806),1180915.0,2607077.0,10084218.0,"46.766038564138064,9.18629846098495","Luven, Ilanz/Glion, Surselva, Graubünden/Grischun/Grigioni, 7141, Schweiz/Suisse/Svizzera/Svizra"
41,47,Kirchweg,as1,Uzwil,2,at0,FALSE,FALSE,FALSE,rt432,2600928.0,1256150.0,SO,2477,2013,5,aw407,4,47.45613226153546,7.450929446183148,POINT (7.450929446183148 47.45613226153546),1256150.0,2728387.0,10234722.0,"47.45613226153546,7.450929446183148","Felsplatte, 274, Metzerlen-Mariastein, Bezirk Dorneck, Amtei Dorneck-Thierstein, Solothurn, 4116, Schweiz/Suisse/Svizzera/Svizra"
42,26,Floraweg,as1,Vilters-Wangs,2,at7,TRUE,FALSE,FALSE,rt433,2723957.0,1210819.0,GL,1632,2019,5,aw401,18,47.03681638315736,9.069666853711503,POINT (9.069666853711503 47.03681638315736),1210819.0,2752916.0,10113732.0,"47.03681638315736,9.069666853711503","14, Kärpfgasse, Büel, Ennenda, Glarus, 8750, Schweiz/Suisse/Svizzera/Svizra"
43,45,Chemin de la Pépinière,as1,Jouxtens-Mézery,2,at6,FALSE,FALSE,FALSE,rt431,2738644.0,1155738.0,GR,3714,2017,5,aw401,13,46.53856582297495,9.24615824300458,POINT (9.246158243004579 46.53856582297495),1155738.0,2535915.0,10160364.0,"46.53856582297495,9.24615824300458","A13, Nufenen, Rheinwald, Viamala, Graubünden/Grischun/Grigioni, 7437, Schweiz/Suisse/Svizzera/Svizra"
44,43,Babühlstrasse,as1,Uster,2,at5,FALSE,FALSE,TRUE,rt432,2646167.0,1244454.0,AG,4010,2011,7,aw404,11,47.34932398137254,8.049619081575631,POINT (8.049619081575631 47.34932398137254),1244454.0,2698140.0,10063135.0,"47.34932398137254,8.049619081575631","Muhenstrasse, Kirchfeld, Oberentfelden, Bezirk Aarau, Aargau, 5036, Schweiz/Suisse/Svizzera/Svizra"
45,39,Weideggstrasse,as1,Gossau (SG),2,at0,FALSE,FALSE,FALSE,rt432,2600928.0,1256150.0,SO,2477,2013,5,aw407,4,47.45613226153546,7.450929446183148,POINT (7.450929446183148 47.45613226153546),1256150.0,2737300.0,10030354.0,"47.45613226153546,7.450929446183148","Felsplatte, 274, Metzerlen-Mariastein, Bezirk Dorneck, Amtei Dorneck-Thierstein, Solothurn, 4116, Schweiz/Suisse/Svizzera/Svizra"
46,35,Vue des Alpes,as1,Plateau de Diesse,2,at8,TRUE,FALSE,FALSE,rt432,2659879.0,1215670.0,LU,1024,2019,12,aw402,17,47.08933297100589,8.227251739856806,POINT (8.227251739856806 47.08933297100589),1215670.0,2576352.0,10012614.0,"47.08933297100589,8.227251739856806","Geisselermoos, Luzernstrasse, Geisselermoos, Weiherhüsli, Emmen, Luzern, 6206, Schweiz/Suisse/Svizzera/Svizra"
47,33,Storchenstrasse,as1,St. Gallen,2,at0,FALSE,FALSE,FALSE,rt432,2600928.0,1256150.0,SO,2477,2013,5,aw407,4,47.45613226153546,7.450929446183148,POINT (7.450929446183148 47.45613226153546),1256150.0,2747287.0,10073241.0,"47.45613226153546,7.450929446183148","Felsplatte, 274, Metzerlen-Mariastein, Bezirk Dorneck, Amtei Dorneck-Thierstein, Solothurn, 4116, Schweiz/Suisse/Svizzera/Svizra"
48,31,Venelle des Moulins,as1,Val-de-Ruz,2,at0,FALSE,FALSE,TRUE,rt433,2687099.0,1213736.0,SZ,1374,2020,8,aw407,16,47.068919246955694,8.585330847250013,POINT (8.585330847250013 47.06891924695569),1213736.0,2564679.0,10178382.0,"47.068919246955694,8.585330847250013","10, Wildspitzstrasse, Steinerberg, Schwyz, 6416, Schweiz/Suisse/Svizzera/Svizra"
49,29,Postweg,as1,Glarus,2,at0,FALSE,FALSE,TRUE,rt433,2687099.0,1213736.0,SZ,1374,2020,8,aw407,16,47.068919246955694,8.585330847250013,POINT (8.585330847250013 47.06891924695569),1213736.0,2722867.0,10064422.0,"47.068919246955694,8.585330847250013","10, Wildspitzstrasse, Steinerberg, Schwyz, 6416, Schweiz/Suisse/Svizzera/Svizra"
50,2413,Achra,as1,Staldenried,1,at1,FALSE,TRUE,FALSE,rt432,2492918.0,1120149.0,GE,6638,2011,4,aw406,13,46.22424467782203,6.05071858487166,POINT (6.05071858487166 46.22424467782203),1120149.0,2634346.0,10098912.0,"46.22424467782203,6.05071858487166","Route du Mandement, ZIMEYSA, Bourdigny Dessous, Satigny, Genève, 1242, Schweiz/Suisse/Svizzera/Svizra"
51,2409,Abendstrasse,as1,Wilchingen,1,at8,TRUE,FALSE,FALSE,rt432,2698050.0,1280435.0,TG,4536,2011,1,aw404,5,47.66721350516971,8.744090364028212,POINT (8.744090364028212 47.66721350516971),1280435.0,2677128.0,10091403.0,"47.66721350516971,8.744090364028212","1, Trüllikerstrasse, Basadingen, Basadingen-Schlattingen, Neunforn, Bezirk Frauenfeld, Thurgau, 8254, Schweiz/Suisse/Svizzera/Svizra"
52,2412,Abschlagen,as1,Ebnat-Kappel,1,at0,FALSE,FALSE,FALSE,rt432,2755772.0,1232158.0,SG,3274,2013,7,aw401,17,47.221979117862425,9.49547973643018,POINT (9.49547973643018 47.22197911786242),1232158.0,2727580.0,10058437.0,"47.221979117862425,9.49547973643018","Sennwalderstrasse, Haag, Sennwald, Wahlkreis Werdenberg, Sankt Gallen, 9469, Schweiz/Suisse/Svizzera/Svizra"
53,2411,Abendweg,as1,Schötz,1,at0,FALSE,FALSE,FALSE,rt432,2672375.0,1224557.0,AG,4237,2017,8,aw407,2,47.16801715073544,8.393236019959032,POINT (8.393236019959032 47.16801715073544),1224557.0,2641383.0,10088010.0,"47.16801715073544,8.393236019959032","Hauptstrasse, Wyden, Oberrüti, Bezirk Muri, Aargau, 5647, Schweiz/Suisse/Svizzera/Svizra"
54,2410,Abendweg,as1,Ingenbohl,1,at0,FALSE,FALSE,TRUE,rt433,2648865.0,1206073.0,LU,1002,2018,10,aw404,7,47.00391441486,8.081167475979102,POINT (8.081167475979102 47.00391441486),1206073.0,2688667.0,10017448.0,"47.00391441486,8.081167475979102","Renggstrasse, Rengg, Entlebuch, Luzern, 6162, Schweiz/Suisse/Svizzera/Svizra"
55,2427,Altweierstrasse,as1,Wiesendangen,1,at0,FALSE,TRUE,FALSE,rt432,2667112.0,1263687.0,AG,4312,2012,5,aw401,16,47.520497361282914,8.329683721935746,POINT (8.329683721935746 47.52049736128291),1263687.0,2701661.0,10173086.0,"47.520497361282914,8.329683721935746","Lengnau, Bezirk Zurzach, Aargau, 5426, Schweiz/Suisse/Svizzera/Svizra"
56,2408,Aavorstadt,as1,Lenzburg,1,at5,FALSE,TRUE,FALSE,rt432,2679968.0,1248683.0,ZH,261,2018,4,aw405,10,47.38412467580955,8.497668326098442,POINT (8.497668326098442 47.38412467580955),1248683.0,2655878.0,10035077.0,"47.38412467580955,8.497668326098442","558, Badenerstrasse, Altstetten, Kreis 9, Zürich, Bezirk Zürich, Zürich, 8047, Schweiz/Suisse/Svizzera/Svizra"
57,2407,Aastockstrasse,as1,Flawil,1,at0,FALSE,FALSE,FALSE,rt439,2624614.0,1251945.0,BL,2886,2014,1,aw405,11,47.41785491370928,7.76479340555764,POINT (7.76479340555764 47.41785491370928),1251945.0,2733198.0,10229960.0,"47.41785491370928,7.76479340555764","33, Frenkenstrasse, Hölstein, Bezirk Waldenburg, Basel-Landschaft, 4434, Schweiz/Suisse/Svizzera/Svizra"
58,2406,Aareweg,as1,Bettlach,1,at5,FALSE,TRUE,FALSE,rt433,2619992.0,1226348.0,BE,979,2017,3,aw401,14,47.187781659135624,7.702409004417495,POINT (7.702409004417495 47.18778165913562),1226348.0,2599374.0,10055975.0,"47.187781659135624,7.702409004417495","21, Bahnhofstrasse, Oberönz, Herzogenbuchsee, Verwaltungskreis Oberaargau, Verwaltungsregion Emmental-Oberaargau, Bern/Berne, 3360, Schweiz/Suisse/Svizzera/Svizra"
59,2415,Ackerweg,as1,Kiesen,1,at0,FALSE,FALSE,FALSE,rt432,2619399.0,1184577.0,BE,923,2019,11,aw405,20,46.81206794338746,7.692804797244554,POINT (7.692804797244554 46.81206794338746),1184577.0,2610849.0,10216784.0,"46.81206794338746,7.692804797244554","229.5, Buchholterberg, Horrenbach-Buchen, Verwaltungskreis Thun, Verwaltungsregion Oberland, Bern/Berne, 3615, Schweiz/Suisse/Svizzera/Svizra"
60,2405,Aarefeldweg,as1,Wangen an der Aare,1,at0,FALSE,TRUE,FALSE,rt432,2629827.0,1231752.0,BE,337,2014,7,aw405,11,47.236018481763125,7.832530663831531,POINT (7.832530663831531 47.23601848176313),1231752.0,2615744.0,10013568.0,"47.236018481763125,7.832530663831531","55, Sankt Urbanstrasse, Roggwil (BE), Verwaltungskreis Oberaargau, Verwaltungsregion Emmental-Oberaargau, Bern/Berne, 4914, Schweiz/Suisse/Svizzera/Svizra"
61,2414,Ackermätteli,as1,Basel,1,at0,FALSE,FALSE,TRUE,rt432,2729233.0,1269809.0,TG,4891,2018,8,aw404,20,47.56626327339841,9.156057053852303,POINT (9.156057053852303 47.56626327339841),1269809.0,2611310.0,10222616.0,"47.56626327339841,9.156057053852303","Mauren, Bergerstrasse, Berg (TG), Bezirk Weinfelden, Thurgau, 8576, Schweiz/Suisse/Svizzera/Svizra"
62,2425,Altweg,as1,Boniswil,1,at0,FALSE,TRUE,FALSE,rt433,2616806.0,1240493.0,SO,2426,2015,7,aw407,18,47.315097780577474,7.660898974628557,POINT (7.660898974628557 47.31509778057747),1240493.0,2656497.0,10075512.0,"47.315097780577474,7.660898974628557","Höngerstrasse, Laupersdorf, Bezirk Thal, Amtei Thal-Gäu, Solothurn, 4712, Schweiz/Suisse/Svizzera/Svizra"
