,index,STN_LABEL,AccidentSeverityCategory,COM_NAME,# of accidents,AccidentType,AccidentInvolvingPedestrian,AccidentInvolvingBicycle,AccidentInvolvingMotorcycle,RoadType,AccidentLocation_CHLV95_E,AccidentLocation_CHLV95_N,CantonCode,MunicipalityCode,AccidentYear,AccidentMonth,AccidentWeekDay,AccidentHour,latitude,longitude,Punkt,STR_NORTHING,STR_EASTING,STR_ESID,geom,address
1011,3311,Fraumattenstrasse,as1,Biel-Benken,1,at8,TRUE,FALSE,FALSE,rt433,2699794.0,1261706.0,ZH,230,2020,2,aw405,14,47.49853282682072,8.763097014524922,POINT (8.763097014524922 47.49853282682072),1261706.0,2606329.0,10190872.0,"47.49853282682072,8.763097014524922","Ohrbühlstrasse, Neuhegi, Oberwinterthur, Winterthur, Bezirk Winterthur, Zürich, 8404, Schweiz/Suisse/Svizzera/Svizra"
1012,3312,Freihofstrasse,as1,Niederhelfenschwil,1,at0,FALSE,FALSE,FALSE,rt432,2696064.0,1261339.0,ZH,230,2015,7,aw402,4,47.49578819611275,8.71352191628308,POINT (8.71352191628308 47.49578819611275),1261339.0,2730325.0,10250092.0,"47.49578819611275,8.71352191628308","Zürcherstrasse, Brühlberg, Stadt, Winterthur, Bezirk Winterthur, Zürich, 8406, Schweiz/Suisse/Svizzera/Svizra"
1013,3313,Freihofweg,as1,Rüschlikon,1,at0,FALSE,FALSE,FALSE,rt432,2711505.0,1240559.0,ZH,120,2011,4,aw405,20,47.30648450327725,8.91321694223696,POINT (8.913216942236961 47.30648450327725),1240559.0,2684492.0,10099193.0,"47.30648450327725,8.91321694223696","Tösstalstrasse, Ried, Wald (ZH), Bezirk Hinwil, Zürich, 8636, Schweiz/Suisse/Svizzera/Svizra"
1014,3314,Freiwilenstrasse,as1,Wittenbach,1,at4,FALSE,TRUE,TRUE,rt432,2762126.0,1259742.0,SG,3235,2018,9,aw404,13,47.46845661191123,9.58932182609791,POINT (9.58932182609791 47.46845661191123),1259742.0,2745746.0,10224897.0,"47.46845661191123,9.58932182609791","13, Bahnhofstrasse, Burg, Rheineck, Wahlkreis Rheintal, Sankt Gallen, 9424, Schweiz/Suisse/Svizzera/Svizra"
1015,3315,Freudenberg-Tobel-Weg,as1,Oberhelfenschwil,1,at0,FALSE,FALSE,FALSE,rt439,2737253.0,1246841.0,AR,3004,2013,10,aw403,15,47.3581169627855,9.255533002390122,POINT (9.255533002390122 47.3581169627855),1246841.0,2726111.0,10231100.0,"47.3581169627855,9.255533002390122","Geren, Säntisblick, Schwellbrunn, Hinterland, Appenzell Ausserrhoden, 9103, Schweiz/Suisse/Svizzera/Svizra"
1016,3316,Freudenbergweg,as1,Uzwil,1,at0,FALSE,FALSE,FALSE,rt433,2763530.0,1255353.0,SG,3233,2019,6,aw406,4,47.42864924875346,9.60632873448199,POINT (9.606328734481989 47.42864924875346),1255353.0,2727544.0,10191073.0,"47.42864924875346,9.60632873448199","Tigelbergstrasse, Berneck, Wahlkreis Rheintal, Sankt Gallen, 9442, Schweiz/Suisse/Svizzera/Svizra"
1017,3317,Fridlismatte,as1,Dittingen,1,at8,TRUE,FALSE,FALSE,rt439,2727202.0,1254698.0,SG,3407,2013,11,aw405,9,47.43078491738168,9.124759079774767,POINT (9.124759079774767 47.43078491738168),1254698.0,2604313.0,10248028.0,"47.43078491738168,9.124759079774767","1, Gerbestrasse, Oberuzwil, Bichwil, Wahlkreis Wil, Sankt Gallen, 9242, Schweiz/Suisse/Svizzera/Svizra"
1018,3318,Fridolinstrasse,as1,Glarus Nord,1,at0,FALSE,TRUE,FALSE,rt433,2682685.0,1223377.0,ZG,1711,2020,7,aw401,16,47.156195988922505,8.528989575022255,POINT (8.528989575022255 47.15619598892251),1223377.0,2720295.0,10019014.0,"47.156195988922505,8.528989575022255","Blasenbergstrasse, Schönegg, Zug, 6317, Schweiz/Suisse/Svizzera/Svizra"
1019,3319,Friedaustrasse,as1,Zürich,1,at4,FALSE,TRUE,FALSE,rt432,2655398.0,1247913.0,AG,4201,2016,1,aw402,9,47.37972317216038,8.172207303751724,POINT (8.172207303751724 47.37972317216038),1247913.0,2680967.0,10059080.0,"47.37972317216038,8.172207303751724","42b, Zopfgasse, Im Herme, Staufen, Bezirk Lenzburg, Aargau, 5603, Schweiz/Suisse/Svizzera/Svizra"
1020,3320,Friedhofweg,as1,Weisslingen,1,at0,FALSE,FALSE,TRUE,rt432,2684635.0,1254823.0,ZH,66,2019,7,aw403,23,47.4387601253038,8.560629392010652,POINT (8.560629392010652 47.4387601253038),1254823.0,2700142.0,10122757.0,"47.4387601253038,8.560629392010652","Birchstrasse, Glattbrugg, Opfikon, Bezirk Bülach, Zürich, 8058, Schweiz/Suisse/Svizzera/Svizra"
1021,3321,Friedrich-Glauser-Gasse,as1,Zürich,1,at0,FALSE,FALSE,FALSE,rt433,2572425.0,1247827.0,JU,6790,2014,4,aw405,21,47.380693994940835,7.073472773568102,POINT (7.073472773568102 47.38069399494083),1247827.0,2683501.0,10249051.0,"47.380693994940835,7.073472773568102","Route de Montancy, Fréteux, Fontenais, District de Porrentruy, Jura, 2903, Schweiz/Suisse/Svizzera/Svizra"
1022,3322,Fohrenbergstrasse,as1,Aadorf,1,at6,FALSE,FALSE,FALSE,rt433,2666765.0,1260876.0,AG,4028,2015,11,aw403,20,47.49525254975732,8.324655604170161,POINT (8.324655604170161 47.49525254975732),1260876.0,2710915.0,10128338.0,"47.49525254975732,8.324655604170161","Badenerstrasse, Freienwil, Bezirk Baden, Aargau, 5423, Schweiz/Suisse/Svizzera/Svizra"
1023,3244,Farbmatte,as1,Altishofen,1,at0,FALSE,FALSE,TRUE,rt432,2581211.0,1228288.0,BE,444,2015,7,aw405,17,47.20526233811035,7.190638794791168,POINT (7.190638794791168 47.20526233811035),1228288.0,2639668.0,10247304.0,"47.20526233811035,7.190638794791168","Rue Pierre-Pertuis, Tavannes, Arrondissement administratif du Jura bernois, Région administrative du Jura bernois, Bern/Berne, 2710, Schweiz/Suisse/Svizzera/Svizra"
1024,3243,Feldblumenweg,as1,Kappel am Albis,1,at0,FALSE,FALSE,FALSE,rt433,2682403.0,1231193.0,ZH,6,2011,11,aw404,9,47.22652709078732,8.526700347698156,POINT (8.526700347698156 47.22652709078732),1231193.0,2682912.0,10247135.0,"47.22652709078732,8.526700347698156","Baarerstrasse, Näfenhüser, Kappel am Albis, Bezirk Affoltern, Zürich, 8926, Schweiz/Suisse/Svizzera/Svizra"
1025,3242,Frohburgerstrasse,as1,Muttenz,1,at0,FALSE,FALSE,TRUE,rt430,2619101.0,1264275.0,BL,2831,2012,3,aw403,6,47.52893262699511,7.692265735731984,POINT (7.692265735731984 47.52893262699511),1264275.0,2616143.0,10017163.0,"47.52893262699511,7.692265735731984","A2;A3, Pratteln, Bezirk Liestal, Basel-Landschaft, 4133, Schweiz/Suisse/Svizzera/Svizra"
1026,3162,Frohsinnstrasse,as1,Uznach,1,at0,FALSE,TRUE,FALSE,rt432,2611970.0,1231785.0,SO,2545,2016,10,aw403,20,47.23687873977405,7.596708328534918,POINT (7.596708328534918 47.23687873977405),1231785.0,2716710.0,10225554.0,"47.23687873977405,7.596708328534918","20, Kirchgasse, Flumenthal, Bezirk Lebern, Amtei Solothurn-Lebern, Solothurn, 4534, Schweiz/Suisse/Svizzera/Svizra"
1027,3164,Frommgutweg,as1,Burgdorf,1,at8,TRUE,FALSE,FALSE,rt432,2663273.0,1211434.0,LU,1061,2020,10,aw404,19,47.050917048255734,8.271356489913373,POINT (8.271356489913373 47.05091704825573),1211434.0,2614160.0,10089454.0,"47.050917048255734,8.271356489913373","86, Luzernerstrasse, Littau, Oberwil, Luzern, 6014, Schweiz/Suisse/Svizzera/Svizra"
1028,3165,Fronacherweg,as1,Erlenbach (ZH),1,at6,FALSE,FALSE,FALSE,rt432,2614973.0,1239509.0,SO,2427,2014,3,aw402,14,47.30629128001886,7.636623455448147,POINT (7.636623455448147 47.30629128001886),1239509.0,2688119.0,10201400.0,"47.30629128001886,7.636623455448147","Naturpark Thal, Aedermannsdorf, Bezirk Thal, Amtei Thal-Gäu, Solothurn, 4714, Schweiz/Suisse/Svizzera/Svizra"
1029,3166,Fronbergweg,as1,Niederglatt,1,at8,TRUE,FALSE,FALSE,rt432,2664551.0,1259890.0,AG,4038,2016,11,aw401,14,47.48660612881433,8.295133383937143,POINT (8.295133383937143 47.48660612881433),1259890.0,2679802.0,10109364.0,"47.48660612881433,8.295133383937143","61, Landstrasse, Nussbaumen, Obersiggenthal, Bezirk Baden, Aargau, 5415, Schweiz/Suisse/Svizzera/Svizra"
1030,3167,Froschaugasse,as1,Zürich,1,at8,TRUE,FALSE,FALSE,rt433,2683058.0,1247496.0,ZH,261,2013,9,aw403,15,47.373067249035124,8.538364692460238,POINT (8.538364692460238 47.37306724903512),1247496.0,2683556.0,10059081.0,"47.373067249035124,8.538364692460238","2054-3, Bahnhofstrasse, Lindenhof, Altstadt, Zürich, Bezirk Zürich, Zürich, 8001, Schweiz/Suisse/Svizzera/Svizra"
1031,3168,Fröschweid,as1,Rheinfelden,1,at6,FALSE,FALSE,TRUE,rt432,2709732.0,1267140.0,TG,4566,2020,5,aw403,6,47.54581288758042,8.896305764590613,POINT (8.896305764590613 47.54581288758042),1267140.0,2626499.0,10120110.0,"47.54581288758042,8.896305764590613","68, St. Gallerstrasse, Algisser, Frauenfeld, Neunforn, Bezirk Frauenfeld, Thurgau, 8510, Schweiz/Suisse/Svizzera/Svizra"
1032,3169,Frühauf,as1,Oberkirch,1,at4,FALSE,FALSE,TRUE,rt433,2601351.0,1222237.0,SO,2465,2016,4,aw407,14,47.151103263111615,7.456442124898683,POINT (7.456442124898683 47.15110326311162),1222237.0,2651597.0,10160248.0,"47.151103263111615,7.456442124898683","Archstrasse, Bibern, Buchegg, Bezirk Bucheggberg, Amtei Bucheggberg-Wasseramt, Solothurn, 4577, Schweiz/Suisse/Svizzera/Svizra"
1033,3170,Fuchsbüel,as1,Roggwil (TG),1,at0,FALSE,FALSE,TRUE,rt432,2753372.0,1261739.0,TG,4421,2012,7,aw405,19,47.488511585341925,9.47393573257723,POINT (9.47393573257723 47.48851158534193),1261739.0,2746753.0,10156878.0,"47.488511585341925,9.47393573257723","Seestrasse, Horn, Bezirk Arbon, Thurgau, 9326, Schweiz/Suisse/Svizzera/Svizra"
1034,3171,Fuchshaldenweg,as1,Lupfig,1,at8,TRUE,FALSE,FALSE,rt432,2747039.0,1255836.0,SG,3203,2012,6,aw404,14,47.43688367247779,9.387983373275745,POINT (9.387983373275745 47.43688367247779),1255836.0,2657949.0,10139415.0,"47.43688367247779,9.387983373275745","44, Langgasse, St. Fiden, St. Gallen, Wahlkreis St. Gallen, Sankt Gallen, 9008, Schweiz/Suisse/Svizzera/Svizra"
1035,3172,Fuchsweg,as1,Bellach,1,at0,FALSE,FALSE,FALSE,rt432,2608356.0,1229386.0,SO,2601,2011,1,aw401,11,47.215355880788316,7.548936165287817,POINT (7.548936165287817 47.21535588078832),1229386.0,2604496.0,10016681.0,"47.215355880788316,7.548936165287817","102, Baselstrasse, Wengistein, Solothurn, Bezirk Solothurn, Amtei Solothurn-Lebern, Solothurn, 4501, Schweiz/Suisse/Svizzera/Svizra"
1036,3173,Fulenbachergrenzweg,as1,Neuendorf,1,at0,FALSE,FALSE,FALSE,rt432,2599786.0,1236878.0,BE,691,2014,10,aw404,13,47.28279517327767,7.435797885662969,POINT (7.435797885662969 47.28279517327767),1236878.0,2628638.0,10212729.0,"47.28279517327767,7.435797885662969","53, Grand-Rue, Crémines, Arrondissement administratif du Jura bernois, Région administrative du Jura bernois, Bern/Berne, 2746, Schweiz/Suisse/Svizzera/Svizra"
1037,3174,Funkenbüchelweg,as1,St. Margrethen,1,at0,FALSE,FALSE,FALSE,rt433,2709886.0,1257623.0,ZH,228,2018,3,aw403,13,47.460207228074985,8.896002860431278,POINT (8.896002860431278 47.46020722807499),1257623.0,2765251.0,10139291.0,"47.460207228074985,8.896002860431278","Rüetschbergstrasse, Rüetschberg, Seelmatten, Turbenthal, Bezirk Winterthur, Zürich, 8356, Schweiz/Suisse/Svizzera/Svizra"
1038,3175,Furra,as1,Avers,1,at0,FALSE,TRUE,FALSE,rt439,2791925.0,1147639.0,GR,3784,2011,9,aw406,17,46.452583726644654,9.937023659552843,POINT (9.937023659552843 46.45258372664465),1147639.0,2760862.0,10159431.0,"46.452583726644654,9.937023659552843","Alp Nouva, 29, Bernina Suot, Pontresina, Maloja, Graubünden/Grischun/Grigioni, 7504, Schweiz/Suisse/Svizzera/Svizra"
1039,3176,Furtbachweg,as1,Bussnang,1,at0,FALSE,FALSE,FALSE,rt433,2712111.0,1266125.0,TG,4591,2017,6,aw407,15,47.536284045825944,8.927645073242584,POINT (8.927645073242584 47.53628404582594),1266125.0,2726611.0,10110029.0,"47.536284045825944,8.927645073242584","Weierwis, Matzingen, Bezirk Frauenfeld, Thurgau, 9548, Schweiz/Suisse/Svizzera/Svizra"
1040,3177,Furtschleifi,as1,Liestal,1,at8,TRUE,FALSE,FALSE,rt433,2720823.0,1258252.0,SG,3427,2012,10,aw402,15,47.4639451807658,9.04118819642093,POINT (9.041188196420929 47.4639451807658),1258252.0,2620903.0,10141011.0,"47.4639451807658,9.04118819642093","9, Pestalozzistrasse, Bronschhofen, Wil (SG), Wahlkreis Wil, Sankt Gallen, 9500, Schweiz/Suisse/Svizzera/Svizra"
1041,3178,Fussweg Speerweg,as1,Oetwil am See,1,at0,FALSE,FALSE,FALSE,rt432,2709716.0,1236579.0,ZH,113,2014,5,aw406,4,47.27099258767463,8.888591271590347,POINT (8.888591271590347 47.27099258767463),1236579.0,2697386.0,10172449.0,"47.27099258767463,8.888591271590347","Walderstrasse, Töbeli, Breitenmatt, Dürnten, Bezirk Hinwil, Zürich, 8635, Schweiz/Suisse/Svizzera/Svizra"
1042,3179,Fälbehüsli,as1,Trachselwald,1,at8,TRUE,FALSE,TRUE,rt433,2561514.0,1205155.0,NE,6458,2014,11,aw403,19,46.99633139796712,6.932644926323437,POINT (6.932644926323437 46.99633139796712),1205155.0,2625066.0,10059209.0,"46.99633139796712,6.932644926323437","43,45, Rue des Sablons, Neuchâtel, 2000, Schweiz/Suisse/Svizzera/Svizra"
1043,3180,Fäschengasse,as1,Basel,1,at0,FALSE,FALSE,TRUE,rt430,2619101.0,1264275.0,BL,2831,2012,3,aw403,6,47.52893262699511,7.692265735731984,POINT (7.692265735731984 47.52893262699511),1264275.0,2611733.0,10181199.0,"47.52893262699511,7.692265735731984","A2;A3, Pratteln, Bezirk Liestal, Basel-Landschaft, 4133, Schweiz/Suisse/Svizzera/Svizra"
1044,3181,Föhrenstrasse,as1,Hettlingen,1,at8,TRUE,TRUE,FALSE,rt433,2611325.0,1267088.0,BS,2701,2013,2,aw403,19,47.55441138486766,7.589079169200898,POINT (7.589079169200898 47.55441138486766),1267088.0,2696061.0,10008863.0,"47.55441138486766,7.589079169200898","Barfüsserplatz, Altstadt Grossbasel, Grossbasel, Basel, Basel-Stadt, 4001, Schweiz/Suisse/Svizzera/Svizra"
1045,3182,Föhrenweg,as1,Hubersdorf,1,at0,FALSE,FALSE,FALSE,rt433,2682857.0,1233259.0,ZH,4,2018,4,aw405,11,47.24505137361291,8.533074762673579,POINT (8.533074762673579 47.24505137361291),1233259.0,2611733.0,10085694.0,"47.24505137361291,8.533074762673579","Hotel Löwen, 2, Albisstrasse, Heisch, Hausen am Albis, Bezirk Affoltern, Zürich, 8915, Schweiz/Suisse/Svizzera/Svizra"
1046,3183,Föhrenweg,as1,Meggen,1,at0,FALSE,FALSE,FALSE,rt430,2664972.0,1210733.0,LU,1061,2017,11,aw407,16,47.044447617717495,8.293614523121875,POINT (8.293614523121875 47.04444761771749),1210733.0,2670798.0,10014848.0,"47.044447617717495,8.293614523121875","Gigeliwald Trail, Untergütsch, Luzern, 6003, Schweiz/Suisse/Svizzera/Svizra"
1047,3184,Föhrenweg,as1,Wangen bei Olten,1,at8,TRUE,FALSE,FALSE,rt432,2660905.0,1244172.0,AG,4080,2015,11,aw403,8,47.345591439344,8.244617673062745,POINT (8.244617673062745 47.345591439344),1244172.0,2632098.0,10026055.0,"47.345591439344,8.244617673062745","35, Mitteldorfstrasse, Villmergen, Bezirk Bremgarten, Aargau, 5612, Schweiz/Suisse/Svizzera/Svizra"
1048,3185,Gassmatt,as1,Buttisholz,1,at0,FALSE,FALSE,FALSE,rt432,2556063.0,1218665.0,NE,6421,2011,5,aw406,23,47.117510919890016,6.859667729416646,POINT (6.859667729416646 47.11751091989002),1218665.0,2649665.0,10012503.0,"47.117510919890016,6.859667729416646","14, La Joux-Perret, Le Bas-Monsieur, La Chaux-de-Fonds, Neuchâtel, 2300, Schweiz/Suisse/Svizzera/Svizra"
1049,3186,Geerenstrasse,as1,Volketswil,1,at8,TRUE,FALSE,FALSE,rt432,2572226.0,1251574.0,JU,6800,2014,5,aw404,11,47.414386483649956,7.070604104977908,POINT (7.070604104977908 47.41438648364996),1251574.0,2693974.0,10097116.0,"47.414386483649956,7.070604104977908","Rue Merguin, Rue Achille-Merguin, Porrentruy, District de Porrentruy, Jura, 2900, Schweiz/Suisse/Svizzera/Svizra"
1050,3163,Frohwiesweg,as1,Turbenthal,1,at6,FALSE,FALSE,FALSE,rt431,2610128.0,1254667.0,BL,2789,2011,12,aw401,12,47.44271775984044,7.572895945817567,POINT (7.572895945817567 47.44271775984044),1254667.0,2706866.0,10116890.0,"47.44271775984044,7.572895945817567","Eggfluetunnel, Pfeffingen, Bezirk Arlesheim, Basel-Landschaft, 4148, Schweiz/Suisse/Svizzera/Svizra"
1051,3161,Fülli,as1,Herisau,1,at8,TRUE,FALSE,FALSE,rt432,2623678.0,1250625.0,BL,2891,2015,1,aw405,9,47.40601697605138,7.752320480154906,POINT (7.752320480154906 47.40601697605138),1250625.0,2738805.0,10031853.0,"47.40601697605138,7.752320480154906","Station, Hauptstrasse, Niederdorf, Bezirk Waldenburg, Basel-Landschaft, 4435, Schweiz/Suisse/Svizzera/Svizra"
1052,3188,Glattquai,as1,Dübendorf,1,at8,TRUE,FALSE,FALSE,rt432,2688054.0,1250429.0,ZH,191,2020,10,aw405,17,47.398795721632425,8.605082617082108,POINT (8.605082617082108 47.39879572163242),1250429.0,2689308.0,10002687.0,"47.398795721632425,8.605082617082108","16, Ringstrasse, Stettbach, Dübendorf, Bezirk Uster, Zürich, 8600, Schweiz/Suisse/Svizzera/Svizra"
1053,3160,Fürchmattweg,as1,Breitenbach,1,at0,FALSE,FALSE,FALSE,rt432,2673215.0,1250488.0,ZH,243,2012,6,aw401,1,47.40114300518082,8.40854098816867,POINT (8.408540988168671 47.40114300518082),1250488.0,2608446.0,10026177.0,"47.40114300518082,8.40854098816867","104, Zürcherstrasse, Dietikon, Bezirk Dietikon, Zürich, 8953, Schweiz/Suisse/Svizzera/Svizra"
1054,3137,Galgenfeldweg,as1,Bern,1,at0,FALSE,FALSE,FALSE,rt433,2695033.0,1200373.0,SZ,1369,2014,5,aw401,16,46.947642912077924,8.686970163710347,POINT (8.686970163710347 46.94764291207792),1200373.0,2602590.0,10122269.0,"46.947642912077924,8.686970163710347","7, Käppeliberg, Rosslaui, Riemenstalden, Schwyz, 6452, Schweiz/Suisse/Svizzera/Svizra"
1055,3138,Galgenrain,as1,Selzach,1,at0,FALSE,FALSE,FALSE,rt430,2703681.0,1228594.0,SZ,1341,2017,11,aw401,17,47.200157114583135,8.807011480706656,POINT (8.807011480706656 47.20015711458313),1228594.0,2601983.0,10054873.0,"47.200157114583135,8.807011480706656","A3, Altendorf, March, Schwyz, 8852, Schweiz/Suisse/Svizzera/Svizra"
1056,3139,Gallei,as1,Konolfingen,1,at0,FALSE,FALSE,TRUE,rt432,2596809.0,1193498.0,BE,355,2012,4,aw401,21,46.8925878648071,7.396761713997449,POINT (7.396761713997449 46.8925878648071),1193498.0,2612481.0,10006588.0,"46.8925878648071,7.396761713997449","Schwarzenburgstrasse, Mengestorf, Gasel, Köniz, Verwaltungskreis Bern-Mittelland, Verwaltungsregion Bern-Mittelland, Bern/Berne, 3144, Schweiz/Suisse/Svizzera/Svizra"
1057,3140,Galmshöchiweg,as1,Liestal,1,at3,FALSE,FALSE,FALSE,rt432,2622609.0,1257317.0,BL,2829,2012,4,aw405,15,47.466242447763314,7.738496067176438,POINT (7.738496067176438 47.46624244776331),1257317.0,2623453.0,10140474.0,"47.466242447763314,7.738496067176438","1, Neuhof, Bubendorf, Bezirk Liestal, Basel-Landschaft, 4410, Schweiz/Suisse/Svizzera/Svizra"
1058,3141,Galmsweg,as1,Lausen,1,at0,FALSE,FALSE,FALSE,rt432,2660519.0,1257328.0,AG,4024,2012,12,aw404,0,47.463948132383386,8.241290079232252,POINT (8.241290079232252 47.46394813238339),1257328.0,2624036.0,10023148.0,"47.463948132383386,8.241290079232252","Bruggerstrasse, Birmenstorf, Bezirk Baden, Aargau, 5413, Schweiz/Suisse/Svizzera/Svizra"
1059,3142,Gampelemoos,as1,Gampelen,1,at6,FALSE,FALSE,TRUE,rt433,2617622.0,1206873.0,BE,955,2014,4,aw402,22,47.01267389460169,7.670382246624905,POINT (7.670382246624905 47.01267389460169),1206873.0,2570409.0,10221126.0,"47.01267389460169,7.670382246624905","Lützelflühstrasse, Bifang, Rüegsauschachen, Rüegsau, Verwaltungskreis Emmental, Verwaltungsregion Emmental-Oberaargau, Bern/Berne, 3415, Schweiz/Suisse/Svizzera/Svizra"
1060,3143,Gamperfin-Lochgatter,as1,Grabs,1,at3,FALSE,FALSE,FALSE,rt433,2707698.0,1226720.0,SZ,1342,2017,4,aw403,14,47.18266146242542,8.859568633049873,POINT (8.859568633049873 47.18266146242542),1226720.0,2746409.0,10192497.0,"47.18266146242542,8.859568633049873","55, Allmeindstrasse, Galgenen, March, Schwyz, 8854, Schweiz/Suisse/Svizzera/Svizra"
1061,3144,Gamperfin-Mazils,as1,Grabs,1,at2,FALSE,TRUE,FALSE,rt432,2695108.0,1226433.0,SZ,1323,2020,7,aw401,14,47.18201120059292,8.69342901983752,POINT (8.69342901983752 47.18201120059292),1226433.0,2744660.0,10193087.0,"47.18201120059292,8.69342901983752","65, Allenwindenstrasse, Wollerau, Höfe, Schwyz, 8832, Schweiz/Suisse/Svizzera/Svizra"
1062,3145,Gantrischstrasse,as1,Zollikofen,1,at0,FALSE,FALSE,FALSE,rt432,2598008.0,1205374.0,BE,354,2011,3,aw401,10,46.9994194031076,7.412440830928194,POINT (7.412440830928194 46.9994194031076),1205374.0,2600843.0,10098606.0,"46.9994194031076,7.412440830928194","3, Lindachstrasse, Südhang, Niederlindach, Oberlindach, Kirchlindach, Verwaltungskreis Bern-Mittelland, Verwaltungsregion Bern-Mittelland, Bern/Berne, 3038, Schweiz/Suisse/Svizzera/Svizra"
1063,3146,Geeren,as1,Märstetten,1,at0,FALSE,FALSE,FALSE,rt432,2683615.0,1273095.0,ZH,67,2016,11,aw403,9,47.60320915419968,8.550541281286142,POINT (8.550541281286142 47.60320915419968),1273095.0,2724189.0,10241252.0,"47.60320915419968,8.550541281286142","Schaffhauserstrasse, Rafz, Bezirk Bülach, Zürich, 8197, Schweiz/Suisse/Svizzera/Svizra"
1064,3147,Gapf,as1,Hundwil,1,at3,FALSE,TRUE,FALSE,rt433,2680038.0,1247948.0,ZH,261,2019,11,aw405,9,47.377506013264636,8.498463793932718,POINT (8.498463793932718 47.37750601326464),1247948.0,2741593.0,10053554.0,"47.377506013264636,8.498463793932718","Cafe Letzistübli, Letzigraben, Albisrieden, Kreis 9, Zürich, Bezirk Zürich, Zürich, 8047, Schweiz/Suisse/Svizzera/Svizra"
1065,3148,Garbenstrasse,as1,Au (SG),1,at0,FALSE,FALSE,FALSE,rt433,2624800.0,1255520.0,BL,2832,2011,12,aw406,11,47.450001549384766,7.767456245316165,POINT (7.767456245316165 47.45000154938477),1255520.0,2765183.0,10032850.0,"47.450001549384766,7.767456245316165","11, Höhenstrasse, Ramlinsburg, Bezirk Liestal, Basel-Landschaft, 4433, Schweiz/Suisse/Svizzera/Svizra"
1066,3149,Gartenstrasse,as1,Adliswil,1,at0,FALSE,TRUE,FALSE,rt433,2678106.0,1241197.0,ZH,3,2019,11,aw401,14,47.31702240743097,8.471707090131456,POINT (8.471707090131456 47.31702240743097),1241197.0,2682772.0,10117557.0,"47.31702240743097,8.471707090131456","Zivilschutzanlage, 10, Schachenstrasse, Bonstetten, Bezirk Affoltern, Zürich, 8906, Schweiz/Suisse/Svizzera/Svizra"
1067,3150,Gartenstrasse,as1,Hombrechtikon,1,at0,FALSE,FALSE,FALSE,rt433,2682857.0,1233259.0,ZH,4,2018,4,aw405,11,47.24505137361291,8.533074762673579,POINT (8.533074762673579 47.24505137361291),1233259.0,2700953.0,10200049.0,"47.24505137361291,8.533074762673579","Hotel Löwen, 2, Albisstrasse, Heisch, Hausen am Albis, Bezirk Affoltern, Zürich, 8915, Schweiz/Suisse/Svizzera/Svizra"
1068,3151,Gartenstrasse,as1,Neuenhof,1,at2,FALSE,FALSE,FALSE,rt430,2730405.0,1255941.0,SG,3424,2019,2,aw405,8,47.441334916300605,9.167566124922756,POINT (9.167566124922756 47.4413349163006),1255941.0,2666702.0,10036283.0,"47.441334916300605,9.167566124922756","A1, Buechhof, Oberbüren, Niederuzwil, Niederglatt, Wahlkreis Wil, Sankt Gallen, 9245, Schweiz/Suisse/Svizzera/Svizra"
1069,3152,Gartenstrasse,as1,Rupperswil,1,at0,FALSE,FALSE,FALSE,rt432,2648536.0,1250366.0,AG,4001,2014,10,aw401,22,47.40232618894415,8.081610770148451,POINT (8.081610770148451 47.40232618894415),1250366.0,2651900.0,10032985.0,"47.40232618894415,8.081610770148451","Petra Grünig Coiffure GmbH, 35, Hauptstrasse, Rohrer Schachen, Rohr, Aarau, Bezirk Aarau, Aargau, 5032, Schweiz/Suisse/Svizzera/Svizra"
1070,3153,Gartenstrasse,as1,Tübach,1,at4,FALSE,TRUE,FALSE,rt432,2661378.0,1261320.0,AG,4044,2016,9,aw404,8,47.49977048054126,8.253231682589433,POINT (8.253231682589433 47.49977048054126),1261320.0,2751448.0,10088611.0,"47.49977048054126,8.253231682589433","Landstrasse, Untersiggenthal, Bezirk Baden, Aargau, Schweiz/Suisse/Svizzera/Svizra"
1071,3154,Gartenweg,as1,Mattstetten,1,at0,FALSE,FALSE,FALSE,rt432,2677477.0,1208552.0,LU,1069,2016,6,aw401,21,47.023487877115166,8.457781426827216,POINT (8.457781426827216 47.02348787711517),1208552.0,2605920.0,10153671.0,"47.023487877115166,8.457781426827216","Gebiet Riedsort, Riedsortstrasse, Weggis, Luzern, 6353, Schweiz/Suisse/Svizzera/Svizra"
1072,3155,Gartenweg,as1,Subingen,1,at0,FALSE,FALSE,FALSE,rt433,2679680.0,1227057.0,ZG,1708,2012,11,aw407,18,47.18966243322274,8.4900178195125,POINT (8.4900178195125 47.18966243322274),1227057.0,2614131.0,10119470.0,"47.18966243322274,8.4900178195125","52, Zugerstrasse, Steinhausen, Zug, 6312, Schweiz/Suisse/Svizzera/Svizra"
1073,3156,Gassackerweg,as1,Studen (BE),1,at0,FALSE,FALSE,TRUE,rt432,2724420.0,1218424.0,GL,1630,2015,4,aw407,15,47.105121410067994,9.0778477925484,POINT (9.0778477925484 47.10512141006799),1218424.0,2589408.0,10012037.0,"47.105121410067994,9.0778477925484","3, Beglingen, Mollis, Glarus Nord, Glarus, 8753, Schweiz/Suisse/Svizzera/Svizra"
